candidate_id,batch_id,request_id,job_position,job_category,prajabatan_batch,ojt_start_date,ojt_end_date,unit_placement,region,mentor,ojt_status,employment_status
C01051,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 13,Completed,Permanent
C01053,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 38,On Going,On OJT
C01055,B091,REQ0019,Supply Chain Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 23,Completed,Permanent
C01056,B090,REQ0010,Corporate Communication,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 69,Completed,Permanent
C01059,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 6,Completed,Permanent
C01066,B091,REQ0020,Corporate Communication,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 71,Resigned,Candidate Withdrawn
C01067,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 17,Completed,Permanent
C01068,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 63,Completed,Permanent
C01070,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 2,Completed,Permanent
C01071,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 61,Completed,Permanent
C01072,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 44,Completed,Permanent
C01073,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 7,Completed,Permanent
C01076,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 62,Completed,Permanent
C01078,B091,REQ0016,Finance Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 9,Completed,Permanent
C01079,B090,REQ0006,Finance Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 10,Completed,Permanent
C01081,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 7,Completed,Permanent
C01093,B091,REQ0017,HR Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 73,Completed,Permanent
C01094,B091,REQ0018,Legal Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 11,On Going,On OJT
C01097,B091,REQ0019,Supply Chain Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 16,Resigned,Candidate Withdrawn
C01099,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 54,Completed,Permanent
C01100,B091,REQ0020,Corporate Communication,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 80,Completed,Permanent
C01101,B091,REQ0016,Finance Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 67,Completed,Permanent
C01103,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 57,Completed,Permanent
C01109,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 76,Completed,Permanent
C01114,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 40,Resigned,Candidate Withdrawn
C01116,B090,REQ0007,HR Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 8,Completed,Permanent
C01118,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 13,Completed,Permanent
C01119,B090,REQ0008,Legal Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 27,On Going,On OJT
C01122,B090,REQ0009,Supply Chain Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 34,Completed,Permanent
C01123,B091,REQ0017,HR Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 21,Completed,Permanent
C01126,B091,REQ0018,Legal Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 71,Completed,Permanent
C01127,B091,REQ0019,Supply Chain Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 1,Completed,Permanent
C01129,B090,REQ0010,Corporate Communication,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 77,Completed,Permanent
C01138,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 5,Completed,Permanent
C01140,B091,REQ0020,Corporate Communication,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 37,Completed,Permanent
C01142,B090,REQ0006,Finance Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 59,Completed,Permanent
C01143,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 30,Completed,Permanent
C01148,B090,REQ0007,HR Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 76,On Going,On OJT
C01149,B090,REQ0008,Legal Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 26,Completed,Permanent
C01153,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 70,Completed,Permanent
C01154,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 20,Completed,Permanent
C01157,B090,REQ0009,Supply Chain Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 19,On Going,On OJT
C01173,B090,REQ0010,Corporate Communication,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 22,Completed,Permanent
C01174,B090,REQ0006,Finance Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 77,On Going,On OJT
C01177,B090,REQ0007,HR Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 73,Completed,Permanent
C01180,B090,REQ0008,Legal Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 57,On Going,On OJT
C01182,B091,REQ0016,Finance Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 39,Completed,Permanent
C01183,B090,REQ0009,Supply Chain Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 35,Completed,Permanent
C01186,B091,REQ0017,HR Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 64,Completed,Permanent
C01195,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 77,Completed,Permanent
C01204,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 56,Completed,Permanent
C01205,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 78,Completed,Permanent
C01208,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 12,Completed,Permanent
C01217,B091,REQ0018,Legal Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 74,Completed,Permanent
C01219,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 3,Completed,Permanent
C01220,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 35,Resigned,Candidate Withdrawn
C01224,B091,REQ0019,Supply Chain Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 23,Completed,Permanent
C01227,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 57,Completed,Permanent
C01232,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 24,On Going,On OJT
C01236,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 56,Resigned,Candidate Withdrawn
C01240,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 63,Completed,Permanent
C01243,B090,REQ0010,Corporate Communication,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 61,On Going,On OJT
C01244,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 43,Completed,Permanent
C01245,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 14,Completed,Permanent
C01247,B091,REQ0020,Corporate Communication,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 43,On Going,On OJT
C01253,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 64,Completed,Permanent
C01255,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 52,Completed,Permanent
C01261,B090,REQ0006,Finance Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 71,On Going,On OJT
C01265,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 12,Completed,Permanent
C01269,B090,REQ0007,HR Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 42,Completed,Permanent
C01271,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 52,Completed,Permanent
C01272,B090,REQ0008,Legal Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 1,On Going,On OJT
C01273,B091,REQ0016,Finance Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 70,Completed,Permanent
C01280,B090,REQ0009,Supply Chain Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 7,Completed,Permanent
C01282,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 47,Completed,Permanent
C01284,B090,REQ0010,Corporate Communication,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 64,Completed,Permanent
C01290,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 7,Completed,Permanent
C01293,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 71,Completed,Permanent
C01295,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 37,Completed,Permanent
C01296,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 63,Completed,Permanent
C01305,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 78,Completed,Permanent
C01308,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 21,On Going,On OJT
C01314,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 2,Completed,Permanent
C01317,B091,REQ0017,HR Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 12,Completed,Permanent
C01320,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 15,Completed,Permanent
C01321,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 16,Completed,Permanent
C01322,B091,REQ0018,Legal Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 20,Completed,Permanent
C01324,B090,REQ0006,Finance Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 38,Completed,Permanent
C01325,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 35,Completed,Permanent
C01329,B091,REQ0019,Supply Chain Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 62,Completed,Permanent
C01330,B091,REQ0020,Corporate Communication,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 32,Resigned,Candidate Withdrawn
C01331,B091,REQ0016,Finance Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 19,Completed,Permanent
C01332,B091,REQ0017,HR Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 77,Completed,Permanent
C01333,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 18,Completed,Permanent
C01337,B091,REQ0018,Legal Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 36,On Going,On OJT
C01340,B090,REQ0007,HR Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 54,On Going,On OJT
C01345,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 65,Completed,Permanent
C01346,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 1,Completed,Permanent
C01350,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 39,Completed,Permanent
C01356,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 75,On Going,On OJT
C01357,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 63,Resigned,Candidate Withdrawn
C01360,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 58,On Going,On OJT
C01361,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 45,Completed,Permanent
C01362,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 70,Completed,Permanent
C01363,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 42,Completed,Permanent
C01365,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 31,On Going,On OJT
C01367,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 30,Completed,Permanent
C01382,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 53,On Going,On OJT
C01385,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 61,Completed,Permanent
C01393,B091,REQ0019,Supply Chain Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 49,Completed,Permanent
C01397,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 20,Completed,Permanent
C01398,B090,REQ0008,Legal Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 5,Completed,Permanent
C01400,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 76,Completed,Permanent
C01405,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 13,Completed,Permanent
C01406,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 57,On Going,On OJT
C01407,B090,REQ0009,Supply Chain Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 59,Completed,Permanent
C01408,B091,REQ0020,Corporate Communication,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 19,Completed,Permanent
C01410,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 20,Completed,Permanent
C01411,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 34,Completed,Permanent
C01417,B091,REQ0016,Finance Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 51,Completed,Permanent
C01422,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 43,Completed,Permanent
C01428,B090,REQ0010,Corporate Communication,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 69,On Going,On OJT
C01429,B090,REQ0006,Finance Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 41,Completed,Permanent
C01433,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 63,Completed,Permanent
C01437,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 5,On Going,On OJT
C01439,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 31,Completed,Permanent
C01441,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 37,Completed,Permanent
C01443,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 12,Resigned,Candidate Withdrawn
C01444,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 13,Completed,Permanent
C01452,B090,REQ0007,HR Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 13,On Going,On OJT
C01454,B091,REQ0017,HR Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 39,Completed,Permanent
C01457,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 6,On Going,On OJT
C01459,B090,REQ0008,Legal Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 8,Completed,Permanent
C01462,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 48,Completed,Permanent
C01467,B091,REQ0018,Legal Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 32,Completed,Permanent
C01468,B091,REQ0019,Supply Chain Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 73,Completed,Permanent
C01469,B091,REQ0020,Corporate Communication,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 24,Completed,Permanent
C01470,B091,REQ0016,Finance Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 11,Completed,Permanent
C01471,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 49,Completed,Permanent
C01472,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 31,Completed,Permanent
C01474,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 75,Completed,Permanent
C01475,B090,REQ0009,Supply Chain Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 60,Completed,Permanent
C01478,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 59,Completed,Permanent
C01480,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 2,Completed,Permanent
C01481,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 60,On Going,On OJT
C01485,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 70,On Going,On OJT
C01489,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 57,Completed,Permanent
C01493,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 76,On Going,On OJT
C01495,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 55,Completed,Permanent
C01497,B090,REQ0010,Corporate Communication,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 59,Completed,Permanent
C01501,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 26,On Going,On OJT
C01504,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 62,Resigned,Candidate Withdrawn
C01507,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 49,Completed,Permanent
C01511,B091,REQ0017,HR Officer,Non-Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 74,Completed,Permanent
C01513,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 38,Completed,Permanent
C01516,B090,REQ0006,Finance Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 51,Completed,Permanent
C01521,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 73,Completed,Permanent
C01532,B090,REQ0007,HR Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 7,On Going,On OJT
C01537,B090,REQ0002,Mechanical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jakarta Raya,Jawa,Mentor 64,On Going,On OJT
C01538,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 37,On Going,On OJT
C01540,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 30,On Going,On OJT
C01548,B090,REQ0008,Legal Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 46,Completed,Permanent
C01550,B090,REQ0009,Supply Chain Officer,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 25,Completed,Permanent
C01551,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 18,Completed,Permanent
C01553,B090,REQ0003,Civil Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Tengah,Jawa,Mentor 6,Completed,Permanent
C01554,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 57,Completed,Permanent
C01555,B090,REQ0004,IT Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Timur,Jawa,Mentor 47,Completed,Permanent
C01561,B090,REQ0010,Corporate Communication,Non-Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 12,Completed,Permanent
C01564,B091,REQ0012,Mechanical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jakarta Raya,Jawa,Mentor 42,On Going,On OJT
C01565,B090,REQ0005,Operator Pembangkit,Teknik,PJ-90,2026-03-01,2026-05-31,UIP Sumatera,Sumatera,Mentor 23,Completed,Permanent
C01567,B091,REQ0013,Civil Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Tengah,Jawa,Mentor 70,Completed,Permanent
C01570,B091,REQ0014,IT Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Timur,Jawa,Mentor 47,On Going,On OJT
C01571,B090,REQ0001,Electrical Engineer,Teknik,PJ-90,2026-03-01,2026-05-31,UID Jawa Barat,Jawa,Mentor 35,Completed,Permanent
C01573,B091,REQ0015,Operator Pembangkit,Teknik,PJ-91,2026-07-01,2026-09-30,UIP Sumatera,Sumatera,Mentor 33,On Going,On OJT
C01576,B091,REQ0011,Electrical Engineer,Teknik,PJ-91,2026-07-01,2026-09-30,UID Jawa Barat,Jawa,Mentor 62,On Going,On OJT
