pasca_id,pendaftaran_id,kandidat_id,profesi_id,gelombang_id,tahap_kode,urutan,tanggal_mulai,tanggal_selesai,status,progres,pemilik_proses,sistem_sumber
32018,REG0141668,111704,F00016,G2019-071,samapta,9,2020-02-28,2020-02-28,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32019,REG0141668,111704,F00016,G2019-071,pembidangan,10,2020-03-02,2020-03-02,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32020,REG0141668,111704,F00016,G2019-071,ojt,11,2020-03-07,2020-09-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32021,REG0141668,111704,F00016,G2019-071,ujian_ojt,12,2020-09-13,2020-09-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32022,REG0141668,111704,F00016,G2019-071,sk_penempatan,13,2020-09-28,2020-09-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32023,REG0141679,111712,F00108,G2023-081,pengumuman_akhir,7,2023-10-25,2023-10-25,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32024,REG0141679,111712,F00108,G2023-081,ttd_kontrak,8,2023-11-16,2023-11-16,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32025,REG0141679,111712,F00108,G2023-081,samapta,9,2023-11-27,2023-11-27,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32026,REG0141679,111712,F00108,G2023-081,pembidangan,10,2023-12-09,2023-12-09,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32027,REG0141679,111712,F00108,G2023-081,ojt,11,2023-12-14,2024-06-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32028,REG0141679,111712,F00108,G2023-081,ujian_ojt,12,2024-06-24,2024-06-24,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32029,REG0141679,111712,F00108,G2023-081,sk_penempatan,13,2024-07-06,2024-07-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32030,REG0141720,111745,F00163,G2024-087,pengumuman_akhir,7,2024-08-24,2024-08-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32031,REG0141720,111745,F00163,G2024-087,ttd_kontrak,8,2024-09-15,2024-09-15,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32032,REG0141720,111745,F00163,G2024-087,samapta,9,2024-10-06,2024-10-06,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32033,REG0141720,111745,F00163,G2024-087,pembidangan,10,2024-10-08,2024-10-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32034,REG0141720,111745,F00163,G2024-087,ojt,11,2024-10-13,2025-04-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32035,REG0141720,111745,F00163,G2024-087,ujian_ojt,12,2025-04-24,2025-04-24,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32036,REG0141720,111745,F00163,G2024-087,sk_penempatan,13,2025-05-06,2025-05-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32037,REG0141787,111795,F00054,G2019-072,pengumuman_akhir,7,2020-02-12,2020-02-12,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32038,REG0141787,111795,F00054,G2019-072,ttd_kontrak,8,2020-02-27,2020-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32039,REG0141787,111795,F00054,G2019-072,samapta,9,2020-03-15,2020-03-15,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32040,REG0141787,111795,F00054,G2019-072,pembidangan,10,2020-03-28,2020-03-28,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32041,REG0141787,111795,F00054,G2019-072,ojt,11,2020-04-02,2020-09-29,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32042,REG0141787,111795,F00054,G2019-072,ujian_ojt,12,2020-10-11,2020-10-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32043,REG0141787,111795,F00054,G2019-072,sk_penempatan,13,2020-10-24,2020-10-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32044,REG0141814,111815,F00141,G2023-086,pengumuman_akhir,7,2024-03-18,2024-03-18,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32045,REG0141814,111815,F00141,G2023-086,ttd_kontrak,8,2024-04-10,2024-04-10,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32046,REG0141814,111815,F00141,G2023-086,samapta,9,2024-04-27,2024-04-27,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32047,REG0141814,111815,F00141,G2023-086,pembidangan,10,2024-05-02,2024-05-02,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32048,REG0141814,111815,F00141,G2023-086,ojt,11,2024-05-07,2024-11-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32049,REG0141814,111815,F00141,G2023-086,ujian_ojt,12,2024-11-08,2024-11-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32050,REG0141814,111815,F00141,G2023-086,sk_penempatan,13,2024-11-28,2024-11-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32051,REG0141828,111825,F00223,G2025-092,pengumuman_akhir,7,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32052,REG0141828,111825,F00223,G2025-092,ttd_kontrak,8,2026-03-15,2026-03-15,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32053,REG0141828,111825,F00223,G2025-092,samapta,9,2026-04-12,2026-04-12,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32054,REG0141828,111825,F00223,G2025-092,pembidangan,10,2026-04-13,2026-04-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32055,REG0141828,111825,F00223,G2025-092,ojt,11,2026-04-18,2026-10-15,BERJALAN,0.8333,PUSDIKLAT,aplikasi Pusdiklat
32056,REG0141843,111837,F00153,G2023-086,pengumuman_akhir,7,2024-03-18,2024-03-18,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32057,REG0141843,111837,F00153,G2023-086,ttd_kontrak,8,2024-04-02,2024-04-02,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32058,REG0141843,111837,F00153,G2023-086,samapta,9,2024-04-29,2024-04-29,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32059,REG0141843,111837,F00153,G2023-086,pembidangan,10,2024-05-02,2024-05-02,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32060,REG0141843,111837,F00153,G2023-086,ojt,11,2024-05-07,2024-11-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32061,REG0141843,111837,F00153,G2023-086,ujian_ojt,12,2024-11-16,2024-11-16,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32062,REG0141843,111837,F00153,G2023-086,sk_penempatan,13,2024-11-28,2024-11-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32063,REG0141853,111846,F00177,G2024-087,pengumuman_akhir,7,2024-08-24,2024-08-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32064,REG0141853,111846,F00177,G2024-087,ttd_kontrak,8,2024-09-13,2024-09-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32065,REG0141853,111846,F00177,G2024-087,samapta,9,2024-10-03,2024-10-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32066,REG0141853,111846,F00177,G2024-087,pembidangan,10,2024-10-08,2024-10-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32067,REG0141853,111846,F00177,G2024-087,ojt,11,2024-10-13,2025-04-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32068,REG0141853,111846,F00177,G2024-087,ujian_ojt,12,2025-04-18,2025-04-18,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32069,REG0141853,111846,F00177,G2024-087,sk_penempatan,13,2025-05-06,2025-05-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32070,REG0141856,111848,F00048,G2019-072,pengumuman_akhir,7,2020-02-12,2020-02-12,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32071,REG0141856,111848,F00048,G2019-072,ttd_kontrak,8,2020-02-25,2020-02-25,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32072,REG0141856,111848,F00048,G2019-072,samapta,9,2020-03-25,2020-03-25,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32073,REG0141856,111848,F00048,G2019-072,pembidangan,10,2020-03-28,2020-03-28,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32074,REG0141856,111848,F00048,G2019-072,ojt,11,2020-04-02,2020-09-29,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32075,REG0141856,111848,F00048,G2019-072,ujian_ojt,12,2020-10-05,2020-10-05,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32076,REG0141856,111848,F00048,G2019-072,sk_penempatan,13,2020-10-24,2020-10-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32077,REG0141940,111910,F00190,G2025-091,pengumuman_akhir,7,2026-02-13,2026-02-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32078,REG0141940,111910,F00190,G2025-091,ttd_kontrak,8,2026-03-01,2026-03-01,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32079,REG0141940,111910,F00190,G2025-091,samapta,9,2026-03-19,2026-03-19,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32080,REG0141940,111910,F00190,G2025-091,pembidangan,10,2026-03-30,2026-03-30,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32081,REG0141940,111910,F00190,G2025-091,ojt,11,2026-04-04,2026-10-01,BERJALAN,0.9111,PUSDIKLAT,aplikasi Pusdiklat
32082,REG0141945,111914,F00151,G2023-086,pengumuman_akhir,7,2024-03-18,2024-03-18,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32083,REG0141945,111914,F00151,G2023-086,ttd_kontrak,8,2024-03-28,2024-03-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32084,REG0141945,111914,F00151,G2023-086,samapta,9,2024-04-19,2024-04-19,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32085,REG0141945,111914,F00151,G2023-086,pembidangan,10,2024-05-02,2024-05-02,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32086,REG0141945,111914,F00151,G2023-086,ojt,11,2024-05-07,2024-11-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32087,REG0141945,111914,F00151,G2023-086,ujian_ojt,12,2024-11-09,2024-11-09,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32088,REG0141945,111914,F00151,G2023-086,sk_penempatan,13,2024-11-28,2024-11-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32089,REG0141948,111917,F00042,G2019-072,pengumuman_akhir,7,2020-02-12,2020-02-12,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32090,REG0141948,111917,F00042,G2019-072,ttd_kontrak,8,2020-02-25,2020-02-25,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32091,REG0141948,111917,F00042,G2019-072,samapta,9,2020-03-26,2020-03-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32092,REG0141948,111917,F00042,G2019-072,pembidangan,10,2020-03-28,2020-03-28,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32093,REG0141948,111917,F00042,G2019-072,ojt,11,2020-04-02,2020-09-29,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32094,REG0141948,111917,F00042,G2019-072,ujian_ojt,12,2020-10-08,2020-10-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32095,REG0141948,111917,F00042,G2019-072,sk_penempatan,13,2020-10-24,2020-10-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32096,REG0141958,111925,F00224,G2025-092,pengumuman_akhir,7,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32097,REG0141958,111925,F00224,G2025-092,ttd_kontrak,8,2026-03-10,2026-03-10,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32098,REG0141958,111925,F00224,G2025-092,samapta,9,2026-03-29,2026-03-29,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32099,REG0141958,111925,F00224,G2025-092,pembidangan,10,2026-04-13,2026-04-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32100,REG0141958,111925,F00224,G2025-092,ojt,11,2026-04-18,2026-10-15,BERJALAN,0.8333,PUSDIKLAT,aplikasi Pusdiklat
32101,REG0141975,111937,F00013,G2019-071,pengumuman_akhir,7,2020-01-17,2020-01-17,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32102,REG0141975,111937,F00013,G2019-071,ttd_kontrak,8,2020-01-27,2020-01-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32103,REG0141975,111937,F00013,G2019-071,samapta,9,2020-02-17,2020-02-17,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32104,REG0141975,111937,F00013,G2019-071,pembidangan,10,2020-03-02,2020-03-02,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32105,REG0141975,111937,F00013,G2019-071,ojt,11,2020-03-07,2020-09-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32106,REG0141975,111937,F00013,G2019-071,ujian_ojt,12,2020-09-08,2020-09-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32107,REG0141975,111937,F00013,G2019-071,sk_penempatan,13,2020-09-28,2020-09-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32108,REG0141981,111941,F00135,G2023-082,pengumuman_akhir,7,2023-12-09,2023-12-09,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32109,REG0141981,111941,F00135,G2023-082,ttd_kontrak,8,2024-01-01,2024-01-01,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32110,REG0141981,111941,F00135,G2023-082,samapta,9,2024-01-22,2024-01-22,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32111,REG0141981,111941,F00135,G2023-082,pembidangan,10,2024-01-23,2024-01-23,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32112,REG0141981,111941,F00135,G2023-082,ojt,11,2024-01-28,2024-07-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32113,REG0141981,111941,F00135,G2023-082,ujian_ojt,12,2024-08-10,2024-08-10,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32114,REG0141981,111941,F00135,G2023-082,sk_penempatan,13,2024-08-20,2024-08-20,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32115,REG0142030,111978,F00223,G2025-092,pengumuman_akhir,7,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32116,REG0142030,111978,F00223,G2025-092,ttd_kontrak,8,2026-03-09,2026-03-09,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32117,REG0142030,111978,F00223,G2025-092,samapta,9,2026-04-02,2026-04-02,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32118,REG0142030,111978,F00223,G2025-092,pembidangan,10,2026-04-13,2026-04-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32119,REG0142030,111978,F00223,G2025-092,ojt,11,2026-04-18,2026-10-15,BERJALAN,0.8333,PUSDIKLAT,aplikasi Pusdiklat
32120,REG0142074,112012,F00219,G2025-092,pengumuman_akhir,7,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32121,REG0142074,112012,F00219,G2025-092,ttd_kontrak,8,2026-03-09,2026-03-09,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32122,REG0142074,112012,F00219,G2025-092,samapta,9,2026-04-10,2026-04-10,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32123,REG0142074,112012,F00219,G2025-092,pembidangan,10,2026-04-13,2026-04-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32124,REG0142074,112012,F00219,G2025-092,ojt,11,2026-04-18,2026-10-15,BERJALAN,0.8333,PUSDIKLAT,aplikasi Pusdiklat
32125,REG0142164,112088,F00079,G2022-080,pengumuman_akhir,7,2023-05-19,2023-05-19,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32126,REG0142164,112088,F00079,G2022-080,ttd_kontrak,8,2023-06-06,2023-06-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32127,REG0142164,112088,F00079,G2022-080,samapta,9,2023-06-28,2023-06-28,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32128,REG0142164,112088,F00079,G2022-080,pembidangan,10,2023-07-03,2023-07-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32129,REG0142164,112088,F00079,G2022-080,ojt,11,2023-07-08,2024-01-04,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32130,REG0142164,112088,F00079,G2022-080,ujian_ojt,12,2024-01-18,2024-01-18,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32131,REG0142164,112088,F00079,G2022-080,sk_penempatan,13,2024-01-29,2024-01-29,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32132,REG0142174,112098,F00009,G2019-070,pengumuman_akhir,7,2019-12-17,2019-12-17,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32133,REG0142174,112098,F00009,G2019-070,ttd_kontrak,8,2020-01-05,2020-01-05,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32134,REG0142174,112098,F00009,G2019-070,samapta,9,2020-01-26,2020-01-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32135,REG0142174,112098,F00009,G2019-070,pembidangan,10,2020-01-31,2020-01-31,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32136,REG0142174,112098,F00009,G2019-070,ojt,11,2020-02-05,2020-08-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32137,REG0142174,112098,F00009,G2019-070,ujian_ojt,12,2020-08-10,2020-08-10,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32138,REG0142174,112098,F00009,G2019-070,sk_penempatan,13,2020-08-28,2020-08-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32139,REG0142180,112104,F00079,G2022-080,pengumuman_akhir,7,2023-05-19,2023-05-19,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32140,REG0142180,112104,F00079,G2022-080,ttd_kontrak,8,2023-06-08,2023-06-08,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32141,REG0142180,112104,F00079,G2022-080,samapta,9,2023-06-25,2023-06-25,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32142,REG0142180,112104,F00079,G2022-080,pembidangan,10,2023-07-03,2023-07-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32143,REG0142180,112104,F00079,G2022-080,ojt,11,2023-07-08,2024-01-04,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32144,REG0142180,112104,F00079,G2022-080,ujian_ojt,12,2024-01-10,2024-01-10,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32145,REG0142180,112104,F00079,G2022-080,sk_penempatan,13,2024-01-29,2024-01-29,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32146,REG0142211,112121,F00164,G2024-087,pengumuman_akhir,7,2024-08-24,2024-08-24,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32147,REG0142211,112121,F00164,G2024-087,ttd_kontrak,8,2024-09-14,2024-09-14,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32148,REG0142211,112121,F00164,G2024-087,samapta,9,2024-10-01,2024-10-01,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32149,REG0142211,112121,F00164,G2024-087,pembidangan,10,2024-10-08,2024-10-08,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32150,REG0142211,112121,F00164,G2024-087,ojt,11,2024-10-13,2025-04-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32151,REG0142211,112121,F00164,G2024-087,ujian_ojt,12,2025-04-22,2025-04-22,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32152,REG0142211,112121,F00164,G2024-087,sk_penempatan,13,2025-05-06,2025-05-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32153,REG0142223,112130,F00152,G2023-086,pengumuman_akhir,7,2024-03-18,2024-03-18,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32154,REG0142223,112130,F00152,G2023-086,ttd_kontrak,8,2024-04-08,2024-04-08,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32155,REG0142223,112130,F00152,G2023-086,samapta,9,2024-04-26,2024-04-26,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32156,REG0142223,112130,F00152,G2023-086,pembidangan,10,2024-05-02,2024-05-02,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32157,REG0142223,112130,F00152,G2023-086,ojt,11,2024-05-07,2024-11-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32158,REG0142223,112130,F00152,G2023-086,ujian_ojt,12,2024-11-12,2024-11-12,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32159,REG0142223,112130,F00152,G2023-086,sk_penempatan,13,2024-11-28,2024-11-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32160,REG0142244,112149,F00188,G2025-091,pengumuman_akhir,7,2026-02-13,2026-02-13,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32161,REG0142244,112149,F00188,G2025-091,ttd_kontrak,8,2026-02-25,2026-02-25,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32162,REG0142244,112149,F00188,G2025-091,samapta,9,2026-03-24,2026-03-24,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32163,REG0142244,112149,F00188,G2025-091,pembidangan,10,2026-03-30,2026-03-30,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32164,REG0142244,112149,F00188,G2025-091,ojt,11,2026-04-04,2026-10-01,BERJALAN,0.9111,PUSDIKLAT,aplikasi Pusdiklat
32165,REG0142248,112151,F00003,G2019-070,pengumuman_akhir,7,2019-12-17,2019-12-17,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32166,REG0142248,112151,F00003,G2019-070,ttd_kontrak,8,2020-01-07,2020-01-07,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32167,REG0142248,112151,F00003,G2019-070,samapta,9,2020-01-24,2020-01-24,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32168,REG0142248,112151,F00003,G2019-070,pembidangan,10,2020-01-31,2020-01-31,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32169,REG0142248,112151,F00003,G2019-070,ojt,11,2020-02-05,2020-08-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32170,REG0142248,112151,F00003,G2019-070,ujian_ojt,12,2020-08-15,2020-08-15,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32171,REG0142248,112151,F00003,G2019-070,sk_penempatan,13,2020-08-28,2020-08-28,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32172,REG0142262,112161,F00224,G2025-092,pengumuman_akhir,7,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32173,REG0142262,112161,F00224,G2025-092,ttd_kontrak,8,2026-03-18,2026-03-18,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32174,REG0142262,112161,F00224,G2025-092,samapta,9,2026-04-02,2026-04-02,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32175,REG0142262,112161,F00224,G2025-092,pembidangan,10,2026-04-13,2026-04-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32176,REG0142262,112161,F00224,G2025-092,ojt,11,2026-04-18,2026-10-15,BERJALAN,0.8333,PUSDIKLAT,aplikasi Pusdiklat
32177,REG0142343,112219,F00216,G2025-092,pengumuman_akhir,7,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32178,REG0142343,112219,F00216,G2025-092,ttd_kontrak,8,2026-03-18,2026-03-18,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32179,REG0142343,112219,F00216,G2025-092,samapta,9,2026-04-04,2026-04-04,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32180,REG0142343,112219,F00216,G2025-092,pembidangan,10,2026-04-13,2026-04-13,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32181,REG0142343,112219,F00216,G2025-092,ojt,11,2026-04-18,2026-10-15,BERJALAN,0.8333,PUSDIKLAT,aplikasi Pusdiklat
32182,REG0142381,112250,F00084,G2023-081,pengumuman_akhir,7,2023-10-25,2023-10-25,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32183,REG0142381,112250,F00084,G2023-081,ttd_kontrak,8,2023-11-16,2023-11-16,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32184,REG0142381,112250,F00084,G2023-081,samapta,9,2023-11-28,2023-11-28,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32185,REG0142381,112250,F00084,G2023-081,pembidangan,10,2023-12-09,2023-12-09,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32186,REG0142381,112250,F00084,G2023-081,ojt,11,2023-12-14,2024-06-11,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32187,REG0142381,112250,F00084,G2023-081,ujian_ojt,12,2024-06-17,2024-06-17,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32188,REG0142381,112250,F00084,G2023-081,sk_penempatan,13,2024-07-06,2024-07-06,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32189,REG0142385,112253,F00076,G2022-079,pengumuman_akhir,7,2023-04-19,2023-04-19,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32190,REG0142385,112253,F00076,G2022-079,ttd_kontrak,8,2023-05-05,2023-05-05,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32191,REG0142385,112253,F00076,G2022-079,samapta,9,2023-05-20,2023-05-20,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32192,REG0142385,112253,F00076,G2022-079,pembidangan,10,2023-06-03,2023-06-03,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32193,REG0142385,112253,F00076,G2022-079,ojt,11,2023-06-08,2023-12-05,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32194,REG0142385,112253,F00076,G2022-079,ujian_ojt,12,2023-12-12,2023-12-12,SELESAI,1.0,PUSDIKLAT,aplikasi Pusdiklat
32195,REG0142385,112253,F00076,G2022-079,sk_penempatan,13,2023-12-30,2023-12-30,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
32196,REG0142443,112297,F00217,G2025-092,pengumuman_akhir,7,2026-02-27,2026-02-27,SELESAI,1.0,PLN_HTD,rekrutmen.pln.co.id
