kode_unit_pelaksana,unit_induk,nama_pendek,nama_lengkap,jenis_unit,jumlah_pegawai
3212,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,UPT Medan,UNIT PELAKSANA TRANSMISI MEDAN,UPT,194
3211,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,UPT Padang,UNIT PELAKSANA TRANSMISI PADANG,UPT,194
3223,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,UPT Padang Sidempuan,UNIT PELAKSANA TRANSMISI PADANG SIDEMPUAN,UPT,100
3214,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,UPT Palembang,UNIT PELAKSANA TRANSMISI PALEMBANG,UPT,159
3217,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,UPT Pekanbaru,UNIT PELAKSANA TRANSMISI PEKANBARU,UPT,182
3213,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,UPT Pematang Siantar,UNIT PELAKSANA TRANSMISI PEMATANG SIANTAR,UPT,113
3215,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,UPT Tanjung Karang,UNIT PELAKSANA TRANSMISI TANJUNG KARANG,UPT,157
3301,"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",UIP2B,UIP2B,KANTOR INDUK,197
3315,"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",UP2B Bali,UNIT PELAKSANA PENGATUR BEBAN BALI,UP2B,47
3311,"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",UP2B DKI Jakarta dan Banten,UNIT PELAKSANA PENGATUR BEBAN DKI JAKARTA DAN BANTEN,UP2B,97
3312,"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",UP2B Jawa Barat,UNIT PELAKSANA PENGATUR BEBAN JAWA BARAT,UP2B,61
3313,"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",UP2B Jawa Tengah dan D.I.Y,UNIT PELAKSANA PENGATUR BEBAN JAWA TENGAH DAN D.I. YOGYAKARTA,UP2B,67
3314,"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",UP2B Jawa Timur,UNIT PELAKSANA PENGATUR BEBAN JAWA TIMUR,UP2B,71
3401,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,UIT JBB,UIT JBB,KANTOR INDUK,164
3411,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,UPT Cawang,UNIT PELAKSANA TRANSMISI CAWANG,UPT,159
3415,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,UPT Cikupa,UNIT PELAKSANA TRANSMISI CIKUPA,UPT,117
3414,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,UPT Cilegon,UNIT PELAKSANA TRANSMISI CILEGON,UPT,158
3413,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,UPT Durikosambi,UNIT PELAKSANA TRANSMISI DURI KOSAMBI,UPT,166
3416,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,UPT Gandul,UNIT PELAKSANA TRANSMISI GANDUL,UPT,127
3412,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,UPT Pulogadung,UNIT PELAKSANA TRANSMISI PULOGADUNG,UPT,164
3501,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UIT JBT,UIT JBT,KANTOR INDUK,169
3512,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UPT Bandung,UNIT PELAKSANA TRANSMISI BANDUNG,UPT,193
3518,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UPT Bekasi,UNIT PELAKSANA TRANSMISI BEKASI,UPT,151
3511,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UPT Bogor,UNIT PELAKSANA TRANSMISI BOGOR,UPT,155
3513,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UPT Cirebon,UNIT PELAKSANA TRANSMISI CIREBON,UPT,204
3514,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UPT Karawang,UNIT PELAKSANA TRANSMISI KARAWANG,UPT,173
3515,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UPT Purwokerto,UNIT PELAKSANA TRANSMISI PURWOKERTO,UPT,202
3516,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UPT Salatiga,UNIT PELAKSANA TRANSMISI SALATIGA,UPT,205
3517,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UPT Semarang,UNIT PELAKSANA TRANSMISI SEMARANG,UPT,216
3601,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,UIT JBTB,UIT JBTB,KANTOR INDUK,170
3615,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,UPT Bali,UNIT PELAKSANA TRANSMISI BALI,UPT,128
3616,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,UPT Gresik,UNIT PELAKSANA TRANSMISI GRESIK,UPT,135
3613,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,UPT Madiun,UNIT PELAKSANA TRANSMISI MADIUN,UPT,195
3612,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,UPT Malang,UNIT PELAKSANA TRANSMISI MALANG,UPT,178
3614,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,UPT Probolinggo,UNIT PELAKSANA TRANSMISI PROBOLINGGO,UPT,171
3611,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,UPT Surabaya,UNIT PELAKSANA TRANSMISI SURABAYA,UPT,151
6601,PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,UIW Bangka Belitung,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI BANGKA BELITUNG,UPP,81
6611,PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,UP3 Bangka,UNIT PELAKSANA PELAYANAN PELANGGAN BANGKA,UP3,107
6612,PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,UP3 Belitung,UNIT PELAKSANA PELAYANAN PELANGGAN BELITUNG,UP3,61
6613,PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,UPK Bangka Belitung,UNIT PELAKSANA PEMBANGKITAN BANGKA BELITUNG,UPKIT,100
7501,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UIW Maluku&Malut,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI MALUKU,UPP,123
7512,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UP3 Ambon,UNIT PELAKSANA PELAYANAN PELANGGAN AMBON,UP3,132
7515,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UP3 Masohi,UNIT PELAKSANA PELAYANAN PELANGGAN MASOHI,UP3,103
7517,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UP3 Saumlaki,UNIT PELAKSANA PELAYANAN PELANGGAN SAUMLAKI,UP3,59
7514,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UP3 Sofifi,UNIT PELAKSANA PELAYANAN PELANGGAN SOFIFI,UP3,62
7511,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UP3 Ternate,UNIT PELAKSANA PELAYANAN PELANGGAN TERNATE,UP3,101
7516,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UP3 Tobelo,UNIT PELAKSANA PELAYANAN PELANGGAN TOBELO,UP3,42
7513,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UP3 Tual,UNIT PELAKSANA PELAYANAN PELANGGAN TUAL,UP3,60
7541,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UP3B Maluku,UNIT PELAKSANA PENYALURAN DAN PENGATUR BEBAN MALUKU,UP3B,58
7531,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UPK Maluku,UNIT PELAKSANA PEMBANGKITAN MALUKU,UPKIT,58
7701,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UIW NTB,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI NUSA TENGGARA BARAT,UPP,122
7742,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UP2B NTB,UNIT PELAKSANA PENGATUR BEBAN NUSA TENGGARA BARAT,UP2B,54
7743,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UP2D NTB,UNIT PELAKSANA PENGATUR DISTRIBUSI NUSA TENGGARA BARAT,UP2D,57
7713,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UP3 Bima,UNIT PELAKSANA PELAYANAN PELANGGAN BIMA,UP3,84
7711,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UP3 Mataram,UNIT PELAKSANA PELAYANAN PELANGGAN MATARAM,UP3,95
7714,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UP3 Selaparang,UNIT PELAKSANA PELAYANAN PELANGGAN SELAPARANG,UP3,64
7712,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UP3 Sumbawa,UNIT PELAKSANA PELAYANAN PELANGGAN SUMBAWA,UP3,95
7731,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UPK Lombok,UNIT PELAKSANA PEMBANGKITAN LOMBOK,UPKIT,91
7732,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UPK Tambora,UNIT PELAKSANA PEMBANGKITAN TAMBORA,UPKIT,89
7741,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UPT Mataram,UNIT PELAKSANA TRANSMISI MATARAM,UPT,98
7801,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UIW NTT,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN KUPANG,UPP,147
7842,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UP2B NTT,UNIT PELAKSANA PENGATUR BEBAN NUSA TENGGARA TIMUR,UP2B,57
7812,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UP3 Flores Bagian Barat,UNIT PELAKSANA PELAYANAN PELANGGAN FLORES BAGIAN BARAT,UP3,97
7814,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UP3 Flores Bagian Timur,UNIT PELAKSANA PELAYANAN PELANGGAN FLORES BAGIAN TIMUR,UP3,85
7811,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UP3 Kupang,UNIT PELAKSANA PELAYANAN PELANGGAN KUPANG,UP3,155
7813,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UP3 Sumba,UNIT PELAKSANA PELAYANAN PELANGGAN SUMBA,UP3,67
7832,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UPK FLORES,UNIT PELAKSANA PEMBANGKITAN FLORES,UPKIT,70
7833,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UPK TIMOR,UNIT PELAKSANA PEMBANGKITAN TIMOR,UPKIT,79
7841,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UPT Kupang,UNIT PELAKSANA TRANSMISI KUPANG,UPT,100
7601,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UIW Papua&Papua Brt,UNIT PELAKSANA PROYEK KETENAGALISTRIKAN PROVINSI PAPUA BARAT,UPP,163
7613,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UP3 Biak,UNIT PELAKSANA PELAYANAN PELANGGAN BIAK,UP3,82
7614,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UP3 Jayapura,UNIT PELAKSANA PELAYANAN PELANGGAN JAYAPURA,UP3,139
7615,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UP3 Manokwari,UNIT PELAKSANA PELAYANAN PELANGGAN MANOKWARI,UP3,97
7611,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UP3 Merauke,UNIT PELAKSANA PELAYANAN PELANGGAN MERAUKE,UP3,83
7618,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UP3 Nabire,UNIT PELAKSANA PELAYANAN PELANGGAN NABIRE,UP3,56
7612,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UP3 Sorong,UNIT PELAKSANA PELAYANAN PELANGGAN SORONG,UP3,115
7616,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UP3 Timika,UNIT PELAKSANA PELAYANAN PELANGGAN TIMIKA,UP3,76
7617,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UP3 Wamena,UNIT PELAKSANA PELAYANAN PELANGGAN WAMENA,UP3,50
7641,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UP3B Papua,UNIT PELAKSANA PENYALURAN DAN PENGATUR BEBAN PAPUA,UP3B,73
7631,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UPK Papua dan Papua Barat,UNIT PELAKSANA PEMBANGKITAN PAPUA DAN PAPUA BARAT,UPKIT,114
