kandidat_id,kategori_sertifikasi,tahun,skor
209403,Pelatihan Bahasa,2023,77
209410,TOEFL,2024,74
209412,TOEIC,2022,88
209412,Microsoft Office,2022,60
209413,Sertifikasi K3,2022,
209426,TOEFL,2024,89
209426,Pelatihan Bahasa,2023,85
209426,Sertifikat Kompetensi,2023,69
209431,Sertifikat Kompetensi,2023,73
209431,TOEFL,2022,76
209433,Sertifikat Kompetensi,2021,85
209433,IELTS,2021,91
209433,Sertifikat Kompetensi,2023,92
209434,Microsoft Office,2024,75
209434,Sertifikat Kompetensi,2025,61
209436,TOEFL,2021,72
209436,Sertifikasi K3,2023,
209436,TOEIC,2022,70
209449,Pelatihan Bahasa,2018,92
209449,IELTS,2018,78
209449,TOEIC,2018,84
209453,IELTS,2021,67
209455,TOEIC,2017,92
209458,TOEFL,2021,90
209458,TOEFL,2023,68
209465,TOEFL,2024,97
209465,Pelatihan Bahasa,2025,98
209465,Sertifikat Kompetensi,2023,61
209467,Pelatihan Bahasa,2023,64
209467,TOEFL,2025,75
209470,IELTS,2025,60
209482,IELTS,2024,62
209482,TOEIC,2024,82
209483,Sertifikasi K3,2024,
209489,TOEIC,2023,63
209491,TOEIC,2021,75
209491,TOEFL,2022,82
209491,TOEFL,2021,92
209492,TOEIC,2022,66
209492,Pelatihan Bahasa,2021,86
209492,Sertifikasi K3,2021,
209507,Sertifikat Kompetensi,2020,82
209507,TOEIC,2020,84
209507,IELTS,2020,74
209508,TOEFL,2017,83
209508,IELTS,2017,66
209516,IELTS,2022,99
209516,IELTS,2021,81
209521,Pelatihan Bahasa,2025,76
209525,Pelatihan Bahasa,2023,69
209525,TOEFL,2023,98
209525,Pelatihan Bahasa,2023,67
209526,IELTS,2024,71
209528,Sertifikasi K3,2023,
209528,TOEFL,2025,88
209528,Sertifikasi K3,2025,
209530,TOEFL,2022,83
209533,Sertifikasi K3,2024,
209542,TOEIC,2022,80
209542,TOEFL,2024,99
209546,IELTS,2024,71
209546,Microsoft Office,2024,84
209557,Sertifikat Kompetensi,2024,72
209560,Sertifikat Kompetensi,2025,92
209562,TOEIC,2021,72
209562,Sertifikasi K3,2021,
209565,IELTS,2022,78
209565,Sertifikat Kompetensi,2023,60
209565,TOEIC,2021,67
209569,TOEIC,2024,76
209569,TOEFL,2023,87
209569,Sertifikat Kompetensi,2023,80
209579,Pelatihan Bahasa,2025,96
209593,TOEIC,2023,82
209595,TOEIC,2018,91
209595,IELTS,2017,96
209598,Pelatihan Bahasa,2024,90
209598,TOEFL,2025,64
209603,IELTS,2025,62
209603,IELTS,2024,62
209612,Sertifikat Kompetensi,2023,94
209612,Sertifikat Kompetensi,2022,85
209612,IELTS,2022,78
209624,TOEIC,2022,69
209624,Sertifikat Kompetensi,2023,65
209624,Microsoft Office,2021,77
209627,Sertifikat Kompetensi,2024,61
209632,Microsoft Office,2024,82
209632,TOEFL,2023,88
209632,Sertifikat Kompetensi,2024,76
209633,Microsoft Office,2024,83
209633,TOEFL,2025,65
209633,Pelatihan Bahasa,2025,61
209636,TOEIC,2022,65
209636,Microsoft Office,2021,62
209637,Sertifikasi K3,2018,
209642,Pelatihan Bahasa,2022,82
209642,IELTS,2023,60
209645,TOEFL,2024,91
209645,Pelatihan Bahasa,2023,87
209646,TOEIC,2020,65
209646,Sertifikat Kompetensi,2020,80
209665,TOEIC,2019,64
209665,Sertifikasi K3,2020,
209665,Sertifikat Kompetensi,2021,84
209667,Sertifikat Kompetensi,2024,84
209667,Sertifikasi K3,2025,
209675,Pelatihan Bahasa,2021,79
209675,TOEFL,2021,90
209675,TOEFL,2021,81
209691,IELTS,2023,79
209693,Microsoft Office,2024,71
209693,Sertifikasi K3,2024,
209697,Pelatihan Bahasa,2021,84
209697,TOEFL,2021,73
209700,Microsoft Office,2024,84
209700,Sertifikat Kompetensi,2022,86
209703,Pelatihan Bahasa,2023,99
209710,Sertifikasi K3,2022,
209712,Sertifikat Kompetensi,2022,80
209716,Sertifikasi K3,2023,
209720,IELTS,2023,65
209720,Sertifikasi K3,2021,
209720,TOEIC,2022,75
209723,Sertifikat Kompetensi,2023,67
209723,Microsoft Office,2023,61
209726,TOEFL,2023,63
209726,TOEIC,2022,80
209741,Sertifikasi K3,2025,
209748,TOEFL,2025,64
209748,Sertifikat Kompetensi,2025,97
209756,Microsoft Office,2023,80
209756,Sertifikasi K3,2023,
209758,Pelatihan Bahasa,2021,60
209759,IELTS,2024,71
209763,Microsoft Office,2023,72
209763,Microsoft Office,2022,92
209763,Pelatihan Bahasa,2021,79
209767,Microsoft Office,2022,66
209770,Microsoft Office,2021,98
209770,Pelatihan Bahasa,2021,98
209771,Sertifikat Kompetensi,2022,76
209771,Pelatihan Bahasa,2023,83
209774,TOEFL,2021,80
209774,Microsoft Office,2022,87
209778,Sertifikat Kompetensi,2025,64
209778,TOEIC,2024,87
209778,TOEIC,2025,99
209779,Sertifikasi K3,2022,
209779,Sertifikat Kompetensi,2023,73
209779,IELTS,2023,85
209785,IELTS,2017,65
209785,TOEFL,2018,81
209785,TOEIC,2018,80
209786,TOEIC,2025,78
209786,TOEFL,2023,82
209786,Sertifikasi K3,2023,
209790,IELTS,2023,61
209790,Sertifikasi K3,2023,
209790,IELTS,2021,62
209800,TOEFL,2025,66
209801,Sertifikat Kompetensi,2021,71
209801,Pelatihan Bahasa,2023,76
209802,Sertifikasi K3,2023,
209802,IELTS,2023,61
209802,Pelatihan Bahasa,2021,64
209805,TOEFL,2022,99
209805,Sertifikat Kompetensi,2024,78
209806,Sertifikat Kompetensi,2018,61
209806,IELTS,2019,92
209806,Microsoft Office,2019,65
209813,TOEFL,2025,92
209813,Sertifikasi K3,2025,
209813,TOEIC,2025,96
209819,TOEIC,2023,78
209819,Pelatihan Bahasa,2023,97
209826,TOEIC,2021,95
209826,Microsoft Office,2023,86
209838,Microsoft Office,2021,85
209838,TOEIC,2020,87
209846,Sertifikat Kompetensi,2022,63
209852,Pelatihan Bahasa,2021,61
209852,Sertifikasi K3,2021,
209853,Microsoft Office,2023,99
209853,IELTS,2023,87
209859,Sertifikat Kompetensi,2023,85
209859,Pelatihan Bahasa,2025,98
209865,IELTS,2025,76
209873,Microsoft Office,2022,63
209873,TOEFL,2023,89
209887,IELTS,2023,93
209891,Sertifikasi K3,2025,
209891,TOEFL,2024,60
209891,IELTS,2025,91
209896,Sertifikat Kompetensi,2024,92
209896,Pelatihan Bahasa,2024,73
209903,Pelatihan Bahasa,2025,98
209903,IELTS,2024,85
209909,TOEIC,2017,65
209909,Microsoft Office,2017,99
209909,Sertifikat Kompetensi,2019,74
209913,Sertifikasi K3,2022,
209913,IELTS,2021,85
209913,Pelatihan Bahasa,2021,83
209917,Microsoft Office,2023,96
209917,IELTS,2023,78
209924,TOEFL,2023,83
209927,TOEIC,2021,64
209929,TOEFL,2022,99
209929,Microsoft Office,2023,94
209929,TOEFL,2021,81
209944,TOEIC,2024,94
209944,TOEFL,2023,68
209946,Microsoft Office,2020,96
209948,TOEFL,2023,68
209948,Microsoft Office,2023,98
209952,TOEIC,2022,90
209954,IELTS,2023,98
209954,TOEIC,2023,81
209958,TOEIC,2022,81
209958,Pelatihan Bahasa,2020,67
209958,Pelatihan Bahasa,2020,97
209960,Pelatihan Bahasa,2020,78
209961,TOEFL,2022,70
209961,IELTS,2021,93
209961,TOEIC,2021,73
209962,TOEFL,2023,70
209962,Pelatihan Bahasa,2023,66
209966,IELTS,2022,91
209966,Pelatihan Bahasa,2022,67
209986,TOEFL,2021,86
209986,TOEIC,2022,63
209986,Sertifikat Kompetensi,2021,77
210007,TOEIC,2023,64
210007,TOEFL,2023,94
210007,TOEIC,2022,89
210008,Microsoft Office,2024,88
210011,Microsoft Office,2023,63
210011,Microsoft Office,2021,65
210014,Sertifikat Kompetensi,2019,62
210014,IELTS,2019,80
210015,TOEFL,2022,96
210019,TOEFL,2024,94
210021,IELTS,2024,96
210021,TOEIC,2023,62
210027,Microsoft Office,2024,91
210027,IELTS,2024,93
210028,TOEIC,2024,98
210030,Sertifikat Kompetensi,2022,68
210038,Sertifikasi K3,2024,
210041,TOEIC,2021,97
210045,Sertifikasi K3,2020,
210046,TOEIC,2025,61
210046,Sertifikasi K3,2024,
210049,IELTS,2021,70
210049,IELTS,2021,77
210052,Pelatihan Bahasa,2024,64
210052,Microsoft Office,2025,82
210052,TOEFL,2023,97
210053,Sertifikat Kompetensi,2024,72
210059,Pelatihan Bahasa,2022,93
210059,Pelatihan Bahasa,2021,99
210059,Sertifikasi K3,2020,
210060,Microsoft Office,2020,88
210060,Microsoft Office,2022,77
210060,Sertifikat Kompetensi,2021,82
210062,Pelatihan Bahasa,2021,61
210062,Pelatihan Bahasa,2022,76
210065,Sertifikat Kompetensi,2021,78
210067,Sertifikat Kompetensi,2025,81
210073,TOEFL,2020,79
210073,TOEFL,2022,73
210091,TOEFL,2023,83
210100,Pelatihan Bahasa,2020,86
210100,IELTS,2021,65
210103,TOEFL,2023,78
210105,IELTS,2021,89
210105,Sertifikasi K3,2021,
210106,Sertifikat Kompetensi,2021,87
210108,TOEFL,2021,60
210109,TOEFL,2019,71
210109,Sertifikasi K3,2017,
210109,Sertifikasi K3,2019,
210111,TOEIC,2024,65
210111,Microsoft Office,2025,64
210111,IELTS,2024,87
210115,Sertifikat Kompetensi,2024,89
210115,IELTS,2025,63
210115,TOEIC,2025,64
210120,Sertifikat Kompetensi,2023,62
210121,Sertifikat Kompetensi,2024,81
210121,Pelatihan Bahasa,2023,82
210121,TOEFL,2024,67
210126,Microsoft Office,2021,95
210126,Sertifikasi K3,2020,
210131,IELTS,2024,83
210131,IELTS,2023,99
210134,TOEIC,2024,92
210134,Sertifikat Kompetensi,2025,71
210135,Pelatihan Bahasa,2025,87
210141,TOEIC,2019,79
210141,TOEIC,2019,60
210142,TOEFL,2024,91
210142,IELTS,2024,87
210143,TOEIC,2021,68
210143,Microsoft Office,2022,89
210143,Sertifikasi K3,2020,
210145,Sertifikasi K3,2022,
210145,Sertifikasi K3,2023,
210149,Microsoft Office,2024,93
210149,TOEIC,2025,64
210149,Microsoft Office,2025,69
210153,Microsoft Office,2024,66
210153,IELTS,2022,83
210154,TOEFL,2022,64
210163,TOEIC,2023,60
210167,TOEFL,2017,84
210169,Sertifikasi K3,2022,
210169,TOEFL,2024,89
210172,TOEIC,2023,77
210172,TOEFL,2023,62
210174,IELTS,2024,89
210179,Microsoft Office,2021,78
210179,Sertifikasi K3,2022,
210182,Sertifikasi K3,2025,
210182,IELTS,2023,67
210182,TOEIC,2023,92
210183,Sertifikat Kompetensi,2023,99
210189,Microsoft Office,2021,62
210189,Pelatihan Bahasa,2021,74
210189,IELTS,2022,91
210198,Microsoft Office,2021,75
210198,Sertifikasi K3,2023,
210201,TOEFL,2025,62
210203,Sertifikat Kompetensi,2024,65
210204,TOEIC,2023,97
210204,Pelatihan Bahasa,2025,98
210210,TOEFL,2023,61
210210,Pelatihan Bahasa,2024,66
210210,Sertifikasi K3,2024,
210219,TOEIC,2023,74
210219,IELTS,2023,61
210219,TOEFL,2024,77
210225,Microsoft Office,2023,75
210225,IELTS,2023,65
210230,Microsoft Office,2022,94
210230,Microsoft Office,2022,62
210230,Sertifikat Kompetensi,2021,89
210232,IELTS,2023,70
210232,Pelatihan Bahasa,2022,80
210233,Microsoft Office,2023,82
210233,Pelatihan Bahasa,2023,75
210233,Pelatihan Bahasa,2022,67
210234,Microsoft Office,2022,60
210234,Sertifikat Kompetensi,2023,90
210243,Pelatihan Bahasa,2025,99
210244,Pelatihan Bahasa,2024,89
210244,TOEFL,2022,89
210245,Sertifikat Kompetensi,2020,94
210252,IELTS,2024,73
210252,Microsoft Office,2024,81
210252,TOEFL,2023,78
210253,Sertifikat Kompetensi,2024,75
210253,TOEFL,2025,98
210253,Sertifikasi K3,2023,
210257,Pelatihan Bahasa,2024,65
210261,Pelatihan Bahasa,2025,81
210261,Sertifikasi K3,2023,
210261,TOEIC,2023,88
210269,IELTS,2025,68
210275,IELTS,2022,98
210275,Microsoft Office,2022,96
210275,Sertifikasi K3,2021,
210276,IELTS,2022,62
210276,Microsoft Office,2022,68
210278,Sertifikasi K3,2022,
210278,Sertifikat Kompetensi,2021,67
210293,IELTS,2020,60
210293,TOEFL,2021,89
210293,IELTS,2021,95
210305,Sertifikasi K3,2020,
210328,Pelatihan Bahasa,2021,72
210337,Microsoft Office,2022,68
210343,TOEFL,2025,98
210343,TOEIC,2023,97
210350,Microsoft Office,2023,96
210351,Sertifikasi K3,2023,
210351,IELTS,2023,75
210357,Sertifikat Kompetensi,2023,98
210357,Microsoft Office,2024,80
210360,IELTS,2022,81
210365,IELTS,2023,72
210365,Microsoft Office,2024,62
210365,TOEFL,2025,76
210367,Microsoft Office,2021,99
210367,Sertifikat Kompetensi,2022,78
210367,Sertifikat Kompetensi,2023,97
210368,Microsoft Office,2022,83
210374,TOEFL,2022,96
210374,Microsoft Office,2024,76
210374,Sertifikat Kompetensi,2023,93
210376,TOEFL,2021,88
210376,Pelatihan Bahasa,2022,74
210376,TOEIC,2022,99
210378,TOEIC,2023,79
210378,Sertifikat Kompetensi,2024,66
210378,IELTS,2025,79
210385,TOEIC,2023,60
210385,TOEIC,2024,85
210386,IELTS,2022,80
210392,Sertifikat Kompetensi,2023,62
210392,IELTS,2021,91
210392,TOEIC,2021,89
210393,Sertifikasi K3,2019,
210393,IELTS,2018,75
210393,Microsoft Office,2018,97
210403,TOEFL,2021,89
210405,Sertifikasi K3,2023,
210407,IELTS,2023,60
210407,Pelatihan Bahasa,2023,73
210411,Microsoft Office,2023,96
210411,Sertifikasi K3,2021,
210411,Sertifikat Kompetensi,2021,61
210412,TOEIC,2025,75
210413,TOEFL,2023,89
210413,Pelatihan Bahasa,2022,72
210413,Sertifikat Kompetensi,2023,69
210415,Microsoft Office,2023,70
210415,TOEIC,2022,80
210415,TOEFL,2024,84
210418,Sertifikat Kompetensi,2023,97
210418,TOEFL,2023,79
210419,TOEIC,2024,76
210428,TOEFL,2023,79
210432,TOEFL,2022,64
210432,Pelatihan Bahasa,2022,76
210432,Sertifikasi K3,2024,
210437,Sertifikat Kompetensi,2023,65
210437,TOEIC,2025,64
210437,TOEIC,2025,87
210438,IELTS,2021,66
210438,Sertifikasi K3,2023,
210440,TOEFL,2023,68
210440,Sertifikasi K3,2025,
210444,TOEIC,2023,94
210459,IELTS,2021,72
210459,Sertifikasi K3,2021,
210461,Sertifikat Kompetensi,2021,98
210461,TOEFL,2021,73
210463,Microsoft Office,2023,94
210463,Sertifikasi K3,2024,
210463,Microsoft Office,2025,89
210465,IELTS,2023,67
210465,Microsoft Office,2023,67
210465,Pelatihan Bahasa,2025,83
210466,IELTS,2025,69
210470,Sertifikat Kompetensi,2020,77
210470,IELTS,2022,71
210477,Pelatihan Bahasa,2022,65
210477,Pelatihan Bahasa,2023,73
210486,Sertifikat Kompetensi,2023,68
210487,TOEIC,2023,63
210487,IELTS,2024,61
210490,Pelatihan Bahasa,2022,61
210490,Pelatihan Bahasa,2022,87
210492,Sertifikat Kompetensi,2023,92
210492,Pelatihan Bahasa,2021,77
210496,TOEFL,2021,97
210496,TOEFL,2020,78
210496,TOEFL,2022,80
210497,TOEFL,2025,95
210497,TOEIC,2024,88
210504,TOEIC,2020,88
210510,IELTS,2024,80
210512,TOEIC,2020,82
210512,Pelatihan Bahasa,2021,92
210512,Sertifikat Kompetensi,2022,66
210518,TOEIC,2023,80
210518,Pelatihan Bahasa,2022,89
210518,Pelatihan Bahasa,2021,66
210519,IELTS,2024,69
210519,IELTS,2022,62
210519,Microsoft Office,2022,78
210521,TOEFL,2023,77
210521,TOEFL,2024,70
210521,IELTS,2023,71
210530,Pelatihan Bahasa,2022,98
210530,TOEIC,2021,85
210530,Sertifikasi K3,2022,
210532,Pelatihan Bahasa,2017,96
210532,Sertifikasi K3,2019,
210532,TOEFL,2019,76
210533,IELTS,2023,87
210533,Microsoft Office,2024,74
210537,TOEFL,2024,82
210541,Sertifikat Kompetensi,2023,74
210543,Sertifikat Kompetensi,2021,65
210543,Microsoft Office,2022,67
210546,Pelatihan Bahasa,2022,60
210546,TOEFL,2024,96
210546,TOEIC,2024,94
210565,IELTS,2024,95
210567,Pelatihan Bahasa,2018,65
210570,Sertifikat Kompetensi,2022,71
210570,Pelatihan Bahasa,2023,78
210570,Sertifikasi K3,2022,
210580,TOEIC,2023,84
210580,Sertifikasi K3,2023,
210583,IELTS,2023,87
210586,Pelatihan Bahasa,2025,64
210586,Sertifikasi K3,2023,
210586,IELTS,2024,98
210588,TOEIC,2023,82
210588,TOEIC,2021,74
210588,Sertifikasi K3,2023,
210589,Pelatihan Bahasa,2023,78
210591,Sertifikasi K3,2023,
210591,Microsoft Office,2022,99
210599,TOEFL,2025,81
210603,TOEIC,2024,80
210603,Sertifikat Kompetensi,2025,99
210603,Microsoft Office,2025,72
210604,Pelatihan Bahasa,2022,62
210607,Pelatihan Bahasa,2023,96
210607,Sertifikat Kompetensi,2024,83
210607,Pelatihan Bahasa,2022,64
210615,Pelatihan Bahasa,2023,61
210617,Pelatihan Bahasa,2025,94
210617,TOEFL,2024,82
210623,TOEIC,2021,75
210623,Sertifikat Kompetensi,2021,98
210626,TOEFL,2025,83
210635,Sertifikasi K3,2022,
210638,TOEFL,2023,61
210638,Sertifikat Kompetensi,2023,94
210639,TOEIC,2023,90
210639,TOEIC,2022,79
210646,TOEIC,2022,62
210646,TOEIC,2024,84
210652,Sertifikasi K3,2024,
210652,Pelatihan Bahasa,2025,95
210652,Sertifikat Kompetensi,2024,60
210666,TOEFL,2025,90
210668,Pelatihan Bahasa,2020,77
210670,TOEIC,2022,77
210670,Sertifikasi K3,2022,
210670,TOEFL,2021,81
210674,Pelatihan Bahasa,2020,95
210674,Sertifikasi K3,2020,
210674,Microsoft Office,2022,92
210687,Microsoft Office,2024,99
210687,IELTS,2024,86
210687,Sertifikasi K3,2023,
210689,Microsoft Office,2023,91
210689,Sertifikasi K3,2022,
210689,Pelatihan Bahasa,2022,87
210695,Pelatihan Bahasa,2023,78
210700,TOEIC,2023,86
210700,Sertifikat Kompetensi,2021,62
210700,TOEIC,2023,84
210701,TOEFL,2024,85
210705,TOEFL,2023,94
210705,IELTS,2022,81
210705,Sertifikasi K3,2022,
210709,Sertifikasi K3,2021,
210710,Pelatihan Bahasa,2025,75
210733,IELTS,2023,86
210733,Pelatihan Bahasa,2023,91
210740,Microsoft Office,2023,94
210748,Sertifikasi K3,2018,
210748,Sertifikasi K3,2017,
210748,Sertifikat Kompetensi,2017,70
210751,Microsoft Office,2023,74
210751,Microsoft Office,2025,95
210759,Pelatihan Bahasa,2022,93
210759,Sertifikasi K3,2023,
210761,TOEFL,2023,84
210764,Microsoft Office,2021,68
210764,IELTS,2022,95
210772,Sertifikat Kompetensi,2023,86
210772,TOEIC,2022,66
210772,IELTS,2021,79
210774,Sertifikat Kompetensi,2023,94
210776,Microsoft Office,2023,85
210776,Pelatihan Bahasa,2025,74
210776,TOEFL,2024,78
210782,Sertifikasi K3,2021,
210786,Microsoft Office,2022,61
210786,TOEFL,2021,71
210797,IELTS,2017,74
210798,Pelatihan Bahasa,2023,71
210815,IELTS,2023,77
210815,IELTS,2022,76
210822,Sertifikat Kompetensi,2023,84
210830,Sertifikasi K3,2024,
210830,Microsoft Office,2024,74
210830,Pelatihan Bahasa,2024,77
210834,Microsoft Office,2023,63
210840,IELTS,2024,67
210840,TOEFL,2023,61
210841,Pelatihan Bahasa,2018,84
210841,Sertifikat Kompetensi,2019,60
210842,TOEIC,2022,89
210842,Sertifikat Kompetensi,2021,80
210843,IELTS,2023,63
210844,Sertifikat Kompetensi,2021,96
210853,Sertifikat Kompetensi,2024,67
210853,TOEIC,2025,70
210857,Microsoft Office,2025,85
210857,TOEFL,2025,62
210860,Pelatihan Bahasa,2020,90
210860,Microsoft Office,2020,64
210870,TOEFL,2023,97
210872,TOEFL,2023,78
210872,Pelatihan Bahasa,2024,77
210872,Sertifikasi K3,2023,
210873,Sertifikasi K3,2024,
210873,TOEFL,2024,84
210874,TOEIC,2024,93
210874,Sertifikat Kompetensi,2024,98
210874,Pelatihan Bahasa,2024,77
210875,Pelatihan Bahasa,2023,90
210875,Pelatihan Bahasa,2022,87
210878,Sertifikat Kompetensi,2023,84
210881,Sertifikasi K3,2021,
210882,Pelatihan Bahasa,2022,99
210882,Pelatihan Bahasa,2023,90
210882,Sertifikasi K3,2022,
210883,Pelatihan Bahasa,2022,84
210883,TOEIC,2022,63
210886,Sertifikasi K3,2022,
210901,Sertifikat Kompetensi,2022,72
210902,Pelatihan Bahasa,2022,82
210905,Sertifikat Kompetensi,2024,96
210905,Microsoft Office,2022,93
210908,TOEIC,2023,72
210917,TOEFL,2025,81
210920,Sertifikat Kompetensi,2017,60
210920,IELTS,2019,69
210923,TOEIC,2022,83
210925,Sertifikasi K3,2023,
210937,Pelatihan Bahasa,2021,62
210937,Sertifikasi K3,2021,
210937,IELTS,2022,83
210943,TOEFL,2025,69
210943,Sertifikat Kompetensi,2023,63
210945,Sertifikasi K3,2024,
210945,Pelatihan Bahasa,2024,82
210960,TOEIC,2022,89
210960,Sertifikat Kompetensi,2021,92
210961,Sertifikasi K3,2024,
210961,Sertifikat Kompetensi,2024,94
210964,Sertifikat Kompetensi,2022,62
210964,Sertifikasi K3,2024,
210970,Microsoft Office,2025,69
210970,IELTS,2023,75
210970,Microsoft Office,2023,78
210975,Pelatihan Bahasa,2022,72
210975,TOEIC,2022,66
210981,Pelatihan Bahasa,2023,85
210981,TOEFL,2021,89
210981,Pelatihan Bahasa,2021,84
210984,TOEFL,2023,69
210984,IELTS,2023,68
210989,Sertifikasi K3,2022,
210989,IELTS,2021,72
210993,Pelatihan Bahasa,2024,86
210993,Sertifikat Kompetensi,2023,93
210993,Microsoft Office,2022,78
210994,Pelatihan Bahasa,2021,86
210994,Pelatihan Bahasa,2021,86
210994,Pelatihan Bahasa,2021,92
211001,TOEFL,2025,60
211001,TOEFL,2023,86
211001,Pelatihan Bahasa,2025,92
211002,Microsoft Office,2021,91
211002,Microsoft Office,2023,82
211002,Pelatihan Bahasa,2021,75
211007,IELTS,2025,77
211020,TOEFL,2023,88
211020,Sertifikat Kompetensi,2025,91
211020,Sertifikat Kompetensi,2023,62
211021,Pelatihan Bahasa,2024,86
211026,Microsoft Office,2024,83
211026,Sertifikasi K3,2024,
211026,Sertifikasi K3,2023,
211029,Sertifikasi K3,2024,
211040,TOEIC,2020,68
211040,TOEIC,2022,72
211043,TOEIC,2021,90
211043,TOEFL,2020,62
211045,IELTS,2019,64
211045,TOEIC,2019,70
211045,Pelatihan Bahasa,2019,84
211049,TOEFL,2022,88
211049,TOEIC,2022,61
211052,Pelatihan Bahasa,2022,62
211052,Sertifikasi K3,2021,
211054,Sertifikat Kompetensi,2022,78
211054,Sertifikasi K3,2024,
211054,TOEFL,2023,60
211058,Microsoft Office,2024,65
211058,IELTS,2022,74
211058,Sertifikasi K3,2022,
211059,Microsoft Office,2023,75
211060,IELTS,2025,87
211060,Microsoft Office,2025,79
211067,TOEFL,2023,88
211067,Pelatihan Bahasa,2023,65
211067,IELTS,2023,74
211069,Microsoft Office,2022,79
211069,Microsoft Office,2022,88
211074,IELTS,2023,81
211074,Sertifikasi K3,2025,
211082,TOEIC,2023,91
211082,Pelatihan Bahasa,2024,91
211086,Sertifikat Kompetensi,2024,93
211087,TOEIC,2024,88
211087,TOEFL,2023,86
211087,Pelatihan Bahasa,2023,88
211090,Sertifikasi K3,2024,
211090,Microsoft Office,2024,60
211099,TOEIC,2022,76
211099,IELTS,2022,62
211111,Microsoft Office,2024,86
211111,TOEIC,2022,90
211112,Sertifikat Kompetensi,2022,89
211112,TOEIC,2022,98
211114,Pelatihan Bahasa,2022,83
211114,TOEIC,2023,71
211114,Sertifikasi K3,2021,
211115,IELTS,2023,69
211115,Microsoft Office,2021,65
211118,Sertifikasi K3,2024,
211119,Sertifikasi K3,2022,
211121,Sertifikat Kompetensi,2024,77
211121,TOEIC,2023,90
211139,Microsoft Office,2022,61
211139,Pelatihan Bahasa,2020,69
211139,Sertifikasi K3,2022,
211141,TOEIC,2023,86
211144,Microsoft Office,2024,99
211144,TOEFL,2025,72
211144,Sertifikat Kompetensi,2023,80
211150,Microsoft Office,2023,95
211150,Sertifikasi K3,2023,
211150,Pelatihan Bahasa,2023,95
211163,TOEFL,2023,60
211163,IELTS,2023,99
211169,IELTS,2021,77
211169,Sertifikat Kompetensi,2023,60
211169,IELTS,2021,68
211171,TOEIC,2025,93
211171,TOEFL,2025,83
211171,IELTS,2023,74
211177,Microsoft Office,2022,72
211177,TOEFL,2024,89
211181,Pelatihan Bahasa,2023,73
211181,TOEIC,2023,64
211181,IELTS,2022,89
211185,IELTS,2023,71
211191,TOEFL,2024,64
211191,Microsoft Office,2025,86
211194,Microsoft Office,2023,79
211209,TOEFL,2024,68
211209,Microsoft Office,2023,69
211213,Sertifikasi K3,2022,
211213,Microsoft Office,2022,77
211215,TOEFL,2020,60
211218,Sertifikasi K3,2023,
211218,IELTS,2023,80
211226,Sertifikat Kompetensi,2023,83
211226,Sertifikasi K3,2023,
211226,TOEFL,2024,60
211232,TOEFL,2019,76
211232,Sertifikasi K3,2019,
211233,Microsoft Office,2021,89
211236,Sertifikasi K3,2021,
211236,Microsoft Office,2022,65
211252,TOEFL,2021,65
211252,IELTS,2022,74
211252,Pelatihan Bahasa,2021,67
211258,IELTS,2023,72
211258,Pelatihan Bahasa,2023,79
211259,TOEIC,2022,88
211259,Pelatihan Bahasa,2023,65
211260,Microsoft Office,2022,90
211260,Sertifikasi K3,2022,
211260,Sertifikasi K3,2024,
211262,Sertifikasi K3,2024,
211262,TOEFL,2023,96
211262,Sertifikat Kompetensi,2024,94
211271,Sertifikat Kompetensi,2025,60
211271,TOEFL,2024,88
211287,Sertifikat Kompetensi,2023,78
211288,TOEIC,2024,93
211292,Microsoft Office,2021,72
211292,IELTS,2022,64
211295,TOEIC,2020,98
211295,TOEFL,2022,67
211298,Sertifikasi K3,2023,
211300,Pelatihan Bahasa,2021,73
211300,IELTS,2022,98
211301,Sertifikat Kompetensi,2023,86
211301,IELTS,2024,98
211307,TOEFL,2021,88
211307,TOEIC,2023,85
211311,TOEIC,2024,69
211311,Sertifikasi K3,2024,
211313,Sertifikasi K3,2021,
211315,IELTS,2025,75
211315,TOEFL,2025,82
211321,Sertifikasi K3,2023,
211327,Pelatihan Bahasa,2023,75
211327,Sertifikat Kompetensi,2025,74
211335,TOEFL,2023,78
211335,Microsoft Office,2021,68
211338,Sertifikasi K3,2023,
211338,TOEFL,2023,96
211338,Sertifikasi K3,2022,
211344,Microsoft Office,2025,82
211344,TOEFL,2025,98
211352,Pelatihan Bahasa,2022,95
211352,Microsoft Office,2023,69
211352,IELTS,2023,71
211374,Pelatihan Bahasa,2023,71
211374,Sertifikasi K3,2025,
211374,Microsoft Office,2025,76
211376,Sertifikat Kompetensi,2023,77
211376,Pelatihan Bahasa,2021,74
211381,TOEFL,2017,87
211383,TOEFL,2021,73
211388,Sertifikasi K3,2024,
211388,IELTS,2023,99
211393,Pelatihan Bahasa,2021,60
211393,TOEFL,2021,97
211393,Pelatihan Bahasa,2023,77
211395,Pelatihan Bahasa,2021,71
211395,Sertifikasi K3,2021,
211395,Microsoft Office,2023,97
211399,Sertifikat Kompetensi,2022,69
211399,TOEFL,2022,95
211404,Sertifikat Kompetensi,2024,95
211404,IELTS,2024,89
211406,IELTS,2025,69
211406,Sertifikat Kompetensi,2024,85
211406,TOEFL,2025,71
211407,TOEIC,2023,93
211407,Sertifikasi K3,2022,
211415,TOEFL,2025,67
211415,Sertifikasi K3,2025,
211416,TOEIC,2022,68
