penempatan_id,pendaftaran_id,kandidat_id,tahun_program,jenis_penempatan,status_sk,sub_bidang,bidang_pembidangan,updl_id,kode_grade,unit_induk,nama_posisi,perusahaan_subholding,sumber_penempatan
4484,REG0128142,101024,2023,SUBHOLDING,SUDAH,Niaga dan Pemasaran,Perencanaan Sistem,8211,G1,,,EPI,DIMODELKAN
4485,REG0128159,101039,2022,INDUK,SUDAH,Komunikasi dan Umum,SDM,8224,G2,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN MALUKU DAN PAPUA,OFFICER PERENCANAAN UMUM DAN KINERJA,,TURUNAN
4486,REG0128207,101077,2022,SUBHOLDING,SUDAH,Teknologi Informasi,SDM,8220,G3,,,NP,DIMODELKAN
4487,REG0128328,101172,2025,INDUK,BELUM,Pembangkitan,Pembangkitan,8215,G1,,,,DIMODELKAN
4488,REG0128435,101250,2024,INDUK,SUDAH,Distribusi,Distribusi,8211,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN TIMUR DAN KALIMANTAN UTARA,JUNIOR TECHNICIAN OPERASI DAN PEMELIHARAAN DISTRIBUSI,,TURUNAN
4489,REG0128463,101270,2024,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8220,G1,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TIMUR DAN BALI,JUNIOR OFFICER LOGISTIK,,TURUNAN
4490,REG0128466,101273,2023,INDUK,SUDAH,Proteksi dan Kontrol,Proteksi dan Kontrol,8211,G1,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,"JUNIOR TECHNICIAN PEMELIHARAAN PROTEKSI, METER, DAN OTOMASI",,TURUNAN
4491,REG0128493,101295,2022,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8219,G2,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,OFFICER KINERJA KONSTRUKSI,,TURUNAN
4492,REG0128525,101318,2023,SUBHOLDING,SUDAH,Transmisi dan Gardu Induk,Niaga,8224,G2,,,EPI,DIMODELKAN
4493,REG0128548,101330,2025,SUBHOLDING,BELUM,Distribusi,Distribusi,8212,G1,,,ES,DIMODELKAN
4494,REG0128576,101351,2025,SUBHOLDING,BELUM,Manajemen Konstruksi dan Pengadaan,SDM,8215,G2,,,IP,DIMODELKAN
4495,REG0128611,101380,2025,INDUK,BELUM,Sumber Daya Manusia,SDM,8211,G2,,,,DIMODELKAN
4496,REG0128633,101399,2022,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8219,G2,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SULAWESI,OFFICER PENGENDALIAN PROYEK,,TURUNAN
4497,REG0128647,101411,2023,SUBHOLDING,SUDAH,Pembangkitan,Manajemen Konstruksi dan Pengadaan,8212,G2,,,ND,DIMODELKAN
4498,REG0128655,101417,2024,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8216,G2,PT PLN (PERSERO) KANTOR PUSAT,"OFFICER RISIKO PERENCANAAN, KONTRAK PROYEK, DAN PMO",,TURUNAN
4499,REG0128672,101431,2024,INDUK,SUDAH,Distribusi,Distribusi,8211,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,,TURUNAN
4500,REG0128700,101452,2024,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8215,G2,"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",OFFICER STRATEGI PEMASARAN,,TURUNAN
4501,REG0128729,101476,2025,INDUK,BELUM,Niaga dan Pemasaran,Niaga,8216,G2,,,,DIMODELKAN
4502,REG0128786,101518,2025,SUBHOLDING,BELUM,Perencanaan dan Kinerja,SDM,8219,G2,,,ES,DIMODELKAN
4503,REG0128790,101521,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Manajemen Digital,8224,G2,,,ICON,DIMODELKAN
4504,REG0128791,101522,2025,SUBHOLDING,BELUM,Niaga dan Pemasaran,SDM,8217,G2,,,ND,DIMODELKAN
4505,REG0128795,101525,2022,INDUK,SUDAH,Distribusi,Distribusi,8212,G3,,,,DIMODELKAN
4506,REG0128824,101546,2025,INDUK,BELUM,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8211,G2,,,,DIMODELKAN
4507,REG0128843,101561,2025,INDUK,BELUM,Distribusi,Distribusi,8218,G2,,,,DIMODELKAN
4508,REG0128884,101591,2019,INDUK,SUDAH,Distribusi,Distribusi,8211,G1,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,,TURUNAN
4509,REG0129027,101701,2025,INDUK,BELUM,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8211,G2,,,,DIMODELKAN
4510,REG0129033,101706,2024,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8215,G2,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,TECHNICIAN PEMELIHARAAN GARDU INDUK,,TURUNAN
4511,REG0129049,101719,2024,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8224,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,JUNIOR OFFICER ADMINISTRASI DAN PELAYANAN PELANGGAN,,TURUNAN
4512,REG0129065,101734,2025,SUBHOLDING,BELUM,Perencanaan dan Kinerja,Pembangkitan,8215,G1,,,NP,DIMODELKAN
4513,REG0129086,101747,2019,INDUK,SUDAH,Perencanaan Sistem,Perencanaan Sistem,8224,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI LAMPUNG,JUNIOR TECHNICIAN PENGATURAN OPERASI,,TURUNAN
4514,REG0129145,101792,2025,SUBHOLDING,BELUM,Distribusi,Pembangkitan,8217,G1,,,IP,DIMODELKAN
4515,REG0129179,101818,2025,SUBHOLDING,BELUM,Keuangan dan Akuntansi,Keuangan,8216,G2,,,ND,DIMODELKAN
4516,REG0129211,101845,2024,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8224,G2,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN TRANSMISI DAN GARDU INDUK,,TURUNAN
4517,REG0129247,101877,2025,SUBHOLDING,BELUM,Distribusi,Distribusi,8213,G2,,,ES,DIMODELKAN
4518,REG0129266,101894,2024,INDUK,SUDAH,Pembangkitan,Pembangkitan,8217,G2,PT PLN (PERSERO) PUSAT PENELITIAN DAN PENGEMBANGAN KETENAGALISTRIKAN,OFFICER KAJIAN DAN INVESTIGASI TEKNIK TEKNOLOGI SISTEM PEMBANGKITAN DAN ENERGI,,TURUNAN
4519,REG0129290,101915,2023,INDUK,SUDAH,Perencanaan Sistem,Perencanaan Sistem,8215,G2,PT PLN (PERSERO) KANTOR PUSAT,OFFICER RISIKO OPERASI DAN PERENCANAAN SISTEM KETENAGALISTRIKAN,,TURUNAN
4520,REG0129344,101957,2019,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8219,G1,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK,,TURUNAN
4521,REG0129345,101958,2024,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8217,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER KEUANGAN DAN ANGGARAN,,TURUNAN
4522,REG0129458,102048,2022,INDUK,SUDAH,Distribusi,Distribusi,8218,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,TECHNICIAN PDKB,,TURUNAN
4523,REG0129475,102063,2019,INDUK,SUDAH,Sumber Daya Manusia,SDM,8224,G2,PT PLN (PERSERO) KANTOR PUSAT,OFFICER PENGEMBANGAN TALENTA UID JAWA BARAT,,TURUNAN
4524,REG0129478,102064,2023,SUBHOLDING,SUDAH,Perencanaan dan Kinerja,SDM,8218,G1,,,EPI,DIMODELKAN
4525,REG0129502,102082,2023,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8219,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
4526,REG0129539,102110,2023,INDUK,SUDAH,Distribusi,Distribusi,8216,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,TECHNICIAN OPERASI DISTRIBUSI,,TURUNAN
4527,REG0129570,102137,2023,SUBHOLDING,SUDAH,Niaga dan Pemasaran,Pembangkitan,8215,G2,,,IP,DIMODELKAN
4528,REG0129586,102146,2025,INDUK,BELUM,Keuangan dan Akuntansi,Keuangan,8211,G1,,,,DIMODELKAN
4529,REG0129607,102163,2023,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8213,G2,"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
4530,REG0129632,102182,2019,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8215,G2,"PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SULAWESI UTARA, SULAWESI TENGAH DAN GORONTALO",OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
4531,REG0129733,102264,2019,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8213,G2,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,OFFICER PENGENDALIAN KONSTRUKSI DAN ADMINISTRASI KONTRAK,,TURUNAN
4532,REG0129758,102284,2024,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8213,G2,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN TRANSMISI DAN GARDU INDUK,,TURUNAN
4533,REG0129785,102305,2025,INDUK,BELUM,Komunikasi dan Umum,SDM,8211,G2,,,,DIMODELKAN
4534,REG0129823,102339,2025,SUBHOLDING,BELUM,K3 dan Lingkungan,Pembangkitan,8220,G1,,,NP,DIMODELKAN
4535,REG0129831,102346,2024,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8220,G2,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,OFFICER PENGENDALIAN KONSTRUKSI DAN ADMINISTRASI KONTRAK,,TURUNAN
4536,REG0129890,102391,2025,INDUK,BELUM,Perencanaan Sistem,Perencanaan Sistem,8217,G2,,,,DIMODELKAN
4537,REG0129897,102396,2025,INDUK,BELUM,Niaga dan Pemasaran,Niaga,8218,G2,,,,DIMODELKAN
4538,REG0129916,102412,2022,INDUK,SUDAH,Distribusi,Distribusi,8212,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI RIAU DAN KEPULAUAN RIAU,JUNIOR TECHNICIAN TRANSAKSI ENERGI LAYANAN PELANGGAN,,TURUNAN
4539,REG0129926,102419,2022,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8218,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI YOGYAKARTA,OFFICER KINERJA KEUANGAN DAN UMUM,,TURUNAN
4540,REG0129930,102422,2023,SUBHOLDING,SUDAH,Perencanaan dan Kinerja,Keuangan,8217,G2,,,ICON,DIMODELKAN
4541,REG0129943,102434,2024,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8213,G2,PT PLN (PERSERO) KANTOR PUSAT,OFFICER PENDANAAN DAN HIBAH LUAR NEGERI,,TURUNAN
4542,REG0130015,102485,2025,INDUK,BELUM,Keuangan dan Akuntansi,Keuangan,8216,G2,,,,DIMODELKAN
4543,REG0130036,102500,2024,INDUK,SUDAH,Komunikasi dan Umum,SDM,8213,G2,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN KALIMANTAN BAGIAN TIMUR,OFFICER ADMINISTRASI TEKNIK,,TURUNAN
4544,REG0130119,102572,2025,INDUK,BELUM,Niaga dan Pemasaran,Niaga,8214,G2,,,,DIMODELKAN
4545,REG0130129,102577,2025,SUBHOLDING,BELUM,Pembangkitan,Pembangkitan,8220,G2,,,NP,DIMODELKAN
4546,REG0130155,102598,2023,SUBHOLDING,SUDAH,Transmisi dan Gardu Induk,Perencanaan Sistem,8218,G1,,,EPI,DIMODELKAN
4547,REG0130212,102648,2024,SUBHOLDING,SUDAH,Teknologi Informasi,Manajemen Digital,8213,G1,,,ICON,DIMODELKAN
4548,REG0130228,102661,2019,INDUK,SUDAH,Komunikasi dan Umum,SDM,8216,G1,PT PLN (PERSERO) KANTOR PUSAT,JUNIOR OFFICER SEKRETARIS DIREKSI,,TURUNAN
4549,REG0130241,102672,2024,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8213,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,OFFICER KINERJA KEUANGAN DAN UMUM,,TURUNAN
4550,REG0130272,102698,2023,INDUK,SUDAH,Perencanaan Sistem,Perencanaan Sistem,8224,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,TECHNICIAN PENGENDALIAN OPERASI SISTEM,,TURUNAN
4551,REG0130281,102704,2024,INDUK,SUDAH,Distribusi,Distribusi,8220,G1,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,JUNIOR TECHNICIAN TEKNIK LAYANAN PELANGGAN,,TURUNAN
4552,REG0130286,102707,2025,SUBHOLDING,BELUM,Sumber Daya Manusia,Manajemen Konstruksi dan Pengadaan,8217,G2,,,ND,DIMODELKAN
4553,REG0130289,102710,2025,SUBHOLDING,BELUM,Distribusi,Niaga,8219,G1,,,ND,DIMODELKAN
4554,REG0130291,102712,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Niaga,8220,G2,,,ICON,DIMODELKAN
4555,REG0130293,102713,2019,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8216,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA UTARA,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
4556,REG0130302,102721,2022,SUBHOLDING,SUDAH,Teknologi Informasi,SDM,8224,G2,,,ICON,DIMODELKAN
4557,REG0130322,102737,2022,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8224,G2,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN TRANSMISI DAN GARDU INDUK,,TURUNAN
4558,REG0130392,102794,2023,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8215,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,OFFICER KINERJA NIAGA DAN PEMASARAN,,TURUNAN
4559,REG0130393,102795,2023,INDUK,SUDAH,Perencanaan Sistem,Perencanaan Sistem,8218,G2,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,OFFICER ENJINIRING,,TURUNAN
4560,REG0130416,102815,2025,SUBHOLDING,BELUM,Sumber Daya Manusia,Pembangkitan,8211,G2,,,IP,DIMODELKAN
4561,REG0130426,102823,2025,SUBHOLDING,BELUM,Manajemen Konstruksi dan Pengadaan,Pembangkitan,8220,G2,,,IP,DIMODELKAN
4562,REG0130437,102831,2025,INDUK,BELUM,Pembangkitan,Pembangkitan,8224,G2,,,,DIMODELKAN
4563,REG0130471,102861,2023,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8215,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
4564,REG0130505,102884,2019,SUBHOLDING,SUDAH,Komunikasi dan Umum,Niaga,8215,G2,,,EPI,DIMODELKAN
4565,REG0130507,102886,2023,INDUK,SUDAH,Komunikasi dan Umum,SDM,8213,G2,PT PLN (PERSERO) KANTOR PUSAT,OFFICER TRACKING,,TURUNAN
4566,REG0130537,102912,2022,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8220,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN BARAT,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
4567,REG0130579,102946,2019,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8212,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
4568,REG0130599,102961,2024,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8212,G1,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,JUNIOR OFFICER PELAYANAN PELANGGAN,,TURUNAN
4569,REG0130652,103002,2024,SUBHOLDING,SUDAH,Distribusi,Manajemen Digital,8219,G1,,,ICON,DIMODELKAN
4570,REG0130657,103004,2025,INDUK,BELUM,Pembangkitan,Pembangkitan,8219,G2,,,,DIMODELKAN
4571,REG0130733,103065,2023,INDUK,SUDAH,Distribusi,Distribusi,8216,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,TECHNICIAN PDKB,,TURUNAN
4572,REG0130773,103089,2025,SUBHOLDING,BELUM,Niaga dan Pemasaran,Pembangkitan,8220,G1,,,IP,DIMODELKAN
4573,REG0130842,103150,2023,INDUK,SUDAH,K3 dan Lingkungan,SDM,8214,G2,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,"OFFICER KESELAMATAN, KESEHATAN KERJA DAN KEAMANAN",,TURUNAN
4574,REG0130859,103161,2023,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8216,G2,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TENGAH,OFFICER PENGENDALIAN KONTRAK DAN RISIKO PROYEK,,TURUNAN
4575,REG0130880,103179,2023,INDUK,SUDAH,Distribusi,Distribusi,8217,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI BANTEN,OFFICER KINERJA JARINGAN DISTRIBUSI,,TURUNAN
4576,REG0130905,103199,2019,INDUK,SUDAH,Pembangkitan,Pembangkitan,8218,G2,PT PLN (PERSERO) KANTOR PUSAT,"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 2A",,TURUNAN
4577,REG0130906,103200,2019,INDUK,SUDAH,Pembangkitan,Pembangkitan,8213,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,OFFICER KINERJA OPERASI DAN PEMELIHARAAN PEMBANGKIT,,TURUNAN
4578,REG0130918,103209,2019,SUBHOLDING,SUDAH,Distribusi,Niaga,8212,G2,,,ND,DIMODELKAN
4579,REG0130925,103215,2023,SUBHOLDING,SUDAH,Manajemen Konstruksi dan Pengadaan,Perencanaan Sistem,8224,G2,,,EPI,DIMODELKAN
4580,REG0130949,103233,2021,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8216,G1,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN UTARA,JUNIOR TECHNICIAN KONSTRUKSI,,TURUNAN
4581,REG0130969,103244,2019,SUBHOLDING,SUDAH,Distribusi,Perencanaan Sistem,8211,G2,,,EPI,DIMODELKAN
4582,REG0130970,103245,2024,INDUK,SUDAH,Komunikasi dan Umum,SDM,8220,G1,PT PLN (PERSERO) KANTOR PUSAT,JUNIOR OFFICER PROTOKOLER DIREKSI,,TURUNAN
4583,REG0130974,103249,2019,INDUK,SUDAH,Distribusi,Distribusi,8220,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,OFFICER MAPPING DATA JARINGAN DAN PELANGGAN,,TURUNAN
4584,REG0130988,103259,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Manajemen Digital,8216,G2,,,ICON,DIMODELKAN
4585,REG0131007,103272,2023,INDUK,SUDAH,Komunikasi dan Umum,SDM,8214,G2,PT PLN (PERSERO) KANTOR PUSAT,OFFICER PENGELOLA ADMINISTRASI DAN UMUM,,TURUNAN
4586,REG0131051,103304,2025,INDUK,BELUM,Perencanaan Sistem,Perencanaan Sistem,8220,G2,,,,DIMODELKAN
4587,REG0131060,103312,2024,INDUK,SUDAH,Perencanaan dan Kinerja,SDM,8216,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI YOGYAKARTA,OFFICER KINERJA,,TURUNAN
4588,REG0131105,103349,2023,INDUK,SUDAH,Sumber Daya Manusia,SDM,8213,G2,PT PLN (PERSERO) KANTOR PUSAT,"OFFICER AUDIT NIAGA, LEGAL, HUMAN CAPITAL, DAN ENABLER 3",,TURUNAN
4589,REG0131122,103362,2025,INDUK,BELUM,Keuangan dan Akuntansi,Keuangan,8214,G3,,,,DIMODELKAN
4590,REG0131144,103377,2019,INDUK,SUDAH,Komunikasi dan Umum,SDM,8219,G1,PT PLN (PERSERO) KANTOR PUSAT,JUNIOR OFFICER HUBUNGAN PEMERINTAHAN,,TURUNAN
4591,REG0131170,103397,2023,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8220,G1,PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,JUNIOR TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK,,TURUNAN
4592,REG0131199,103419,2019,INDUK,SUDAH,K3 dan Lingkungan,SDM,8214,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA BARAT,"OFFICER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",,TURUNAN
4593,REG0131266,103465,2023,SUBHOLDING,SUDAH,Transmisi dan Gardu Induk,Pembangkitan,8214,G2,,,NP,DIMODELKAN
4594,REG0131271,103470,2023,INDUK,SUDAH,Komunikasi dan Umum,SDM,8213,G1,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN BARAT,JUNIOR OFFICER ADMINISTRASI DAN UMUM,,TURUNAN
4595,REG0131361,103540,2022,INDUK,SUDAH,Komunikasi dan Umum,SDM,8220,G1,PT PLN (PERSERO) KANTOR PUSAT,JUNIOR OFFICER PROTOKOLER DIREKSI,,TURUNAN
4596,REG0131365,103544,2025,INDUK,BELUM,Pembangkitan,Pembangkitan,8214,G1,,,,DIMODELKAN
4597,REG0131366,103545,2025,INDUK,BELUM,Pembangkitan,Pembangkitan,8213,G2,,,,DIMODELKAN
4598,REG0131421,103592,2023,SUBHOLDING,SUDAH,Pembangkitan,Manajemen Digital,8220,G2,,,ICON,DIMODELKAN
4599,REG0131448,103611,2019,INDUK,SUDAH,Sumber Daya Manusia,SDM,8218,G2,PT PLN (PERSERO) KANTOR PUSAT,"OFFICER AUDIT NIAGA, LEGAL, HUMAN CAPITAL, DAN ENABLER 3",,TURUNAN
4600,REG0131490,103645,2022,SUBHOLDING,SUDAH,Teknologi Informasi,Manajemen Digital,8214,G2,,,ICON,DIMODELKAN
4601,REG0131547,103692,2024,INDUK,SUDAH,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8214,G2,PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,TECHNICIAN PEMELIHARAAN JARINGAN TRANSMISI,,TURUNAN
4602,REG0131556,103698,2019,INDUK,SUDAH,Distribusi,Distribusi,8212,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,JUNIOR TECHNICIAN PENYAMBUNGAN DAN PEMUTUSAN,,TURUNAN
4603,REG0131568,103709,2023,INDUK,SUDAH,Perencanaan Sistem,Perencanaan Sistem,8212,G1,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI YOGYAKARTA,JUNIOR TECHNICIAN PENGATURAN OPERASI,,TURUNAN
4604,REG0131604,103738,2025,INDUK,BELUM,Keuangan dan Akuntansi,Keuangan,8213,G2,,,,DIMODELKAN
4605,REG0131619,103752,2025,INDUK,BELUM,Transmisi dan Gardu Induk,Transmisi dan Gardu Induk,8220,G2,,,,DIMODELKAN
4606,REG0131622,103755,2022,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8224,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI SUMATERA BARAT,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
4607,REG0131673,103795,2023,INDUK,SUDAH,Perencanaan dan Kinerja,SDM,8211,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,OFFICER ASET PROPERTI,,TURUNAN
4608,REG0131694,103813,2019,INDUK,SUDAH,Pembangkitan,Pembangkitan,8215,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,TECHNICIAN PENGENDALIAN OPERASI DAN PEMELIHARAAN PUSAT LISTRIK,,TURUNAN
4609,REG0131719,103835,2022,INDUK,SUDAH,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8220,G2,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN JAWA BAGIAN TENGAH,OFFICER PENGENDALIAN PROYEK,,TURUNAN
4610,REG0131721,103837,2024,INDUK,SUDAH,Keuangan dan Akuntansi,Keuangan,8212,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAKARTA RAYA,OFFICER KINERJA KEUANGAN DAN UMUM,,TURUNAN
4611,REG0131779,103886,2025,INDUK,BELUM,Manajemen Konstruksi dan Pengadaan,Manajemen Konstruksi dan Pengadaan,8215,G2,,,,DIMODELKAN
4612,REG0131860,103952,2025,SUBHOLDING,BELUM,Niaga dan Pemasaran,Distribusi,8220,G2,,,ES,DIMODELKAN
4613,REG0131869,103961,2023,INDUK,SUDAH,Perencanaan Sistem,Perencanaan Sistem,8213,G2,PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,OFFICER PERENCANAAN DAN EVALUASI SISTEM DISTRIBUSI,,TURUNAN
4614,REG0131946,104022,2023,INDUK,SUDAH,Komunikasi dan Umum,SDM,8224,G2,PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN UTARA,OFFICER PERENCANAAN UMUM DAN KINERJA,,TURUNAN
4615,REG0131960,104032,2024,INDUK,SUDAH,Niaga dan Pemasaran,Niaga,8224,G2,PT PLN (PERSERO) UNIT INDUK DISTRIBUSI KALIMANTAN SELATAN DAN KALIMANTAN TENGAH,OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,,TURUNAN
