no,tahun_program,holding_ap_sh,holding_subholding,unit_pelaksana,jabatan,jurusan_pendidikan,jumlah,pendidikan,keterangan,sub_bidang,level,usulan_sebelum_potong
2725,2023,HOLDING,UID Kalbar,,OFFICER ACCOUNT EXECUTIVE,S1 Komunikasi/Hubungan Masyarakat,1,S1,3T,Komunikasi dan Umum,2,0.699
2726,2023,HOLDING,UID Kalbar,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,3T,Keuangan dan Akuntansi,2,0.699
2727,2023,HOLDING,UID Kalbar,,OFFICER PERENCANAAN DAN EVALUASI SISTEM DISTRIBUSI,S1 Teknik Kimia/Teknik Lingkungan,1,S1,3T,Perencanaan Sistem,2,0.699
2728,2023,HOLDING,UID Kalbar,,TECHNICIAN KONSTRUKSI LISTRIK PERDESAAN,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.699
2729,2023,HOLDING,UID Kalbar,,TECHNICIAN PEMELIHARAAN DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.699
2730,2023,HOLDING,UID Kalbar,,TECHNICIAN PEMELIHARAAN ELEKTROMEKANIK,S1 Teknik Mesin/Konversi Energi,1,S1,3T,Pembangkitan,2,0.699
2731,2023,HOLDING,PUSERTIF,,TECHNICIAN PENGELOLAAN INSPEKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Distribusi,2,0.694
2732,2023,HOLDING,PUSERTIF,,TECHNICIAN PENGELOLAAN PENGUJIAN PRODUK TEGANGAN RENDAH,S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2023,Perencanaan dan Kinerja,2,0.694
2733,2023,HOLDING,Kantor Pusat,,OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 3D,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Transmisi dan Gardu Induk,2,0.686
2734,2023,HOLDING,Kantor Pusat,,OFFICER MANAJEMEN DAN ENJINIRING DATA PERUSAHAAN,S1 Teknik Kimia/Teknik Lingkungan,1,S1,Rekrut 2023,Perencanaan Sistem,2,0.686
2735,2023,HOLDING,Kantor Pusat,,OFFICER PELAPORAN AUDIT,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2023,Audit dan Risiko,2,0.686
2736,2023,HOLDING,Kantor Pusat,,OFFICER PERENCANA PENGADAAN PLTP IPP,S1 Teknik Mesin/Konversi Energi,1,S1,Rekrut 2023,Pembangkitan,2,0.686
2737,2023,HOLDING,Kantor Pusat,,TECHNICIAN KONSTRUKSI PEMBANGKIT,S1 Teknik Mesin/Konversi Energi,1,S1,Rekrut 2023,Pembangkitan,2,0.686
2738,2023,HOLDING,UIP JBT,,OFFICER PELAKSANA PENGADAAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2023,Manajemen Konstruksi dan Pengadaan,2,0.682
2739,2023,HOLDING,UIP JBT,,OFFICER PERENCANAAN UMUM DAN KINERJA,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2023,Komunikasi dan Umum,2,0.682
2740,2023,HOLDING,UIP Nusa Tenggara,,OFFICER PENGENDALIAN PROYEK,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,0.678
2741,2023,HOLDING,PUSMANPRO,,"OFFICER ASET PROPERTI, KOMUNIKASI DAN UMUM",S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2023,Komunikasi dan Umum,2,0.674
2742,2023,HOLDING,PUSMANPRO,,OFFICER KEUANGAN DAN AKUNTANSI,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2023,Keuangan dan Akuntansi,2,0.674
2743,2023,HOLDING,UIW NusaTenggaraTimur,,OFFICER NIAGA DAN PELAYANAN PELANGGAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,3T,Niaga dan Pemasaran,2,0.674
2744,2023,HOLDING,UIW NusaTenggaraTimur,,OFFICER PERENCANAAN DAN EVALUASI SISTEM DISTRIBUSI,S1 Teknik Kimia/Teknik Lingkungan,1,S1,3T,Perencanaan Sistem,2,0.674
2745,2023,HOLDING,UIW NusaTenggaraTimur,,TECHNICIAN ENJINIRING DAN KINERJA,S1 Teknik Kimia/Teknik Lingkungan,1,S1,3T,Perencanaan Sistem,2,0.674
2746,2023,HOLDING,UIW NusaTenggaraTimur,,TECHNICIAN OPERASI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.674
2747,2023,HOLDING,P3B Sumatera,,OFFICER KEUANGAN DAN ANGGARAN,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2023,Keuangan dan Akuntansi,2,0.671
2748,2023,HOLDING,P3B Sumatera,,OFFICER PERENCANAAN DAN EVALUASI PEMELIHARAAN GARDU INDUK,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Transmisi dan Gardu Induk,2,0.671
2749,2023,HOLDING,P3B Sumatera,,TECHNICIAN PROTEKSI SISTEM,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Proteksi dan Kontrol,2,0.671
2750,2023,HOLDING,Pusat Pengatur Beban,,TECHNICIAN OPERASI SISTEM D,S1 Teknik Kimia/Teknik Lingkungan,1,S1,Rekrut 2023,Perencanaan Sistem,2,0.669
2751,2023,HOLDING,UIW Papua&Papua Barat,,OFFICER MAPPING DATA JARINGAN DAN PELANGGAN,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.669
2752,2023,HOLDING,UIW Papua&Papua Barat,,OFFICER PERENCANAAN LISTRIK PERDESAAN,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.669
2753,2023,HOLDING,UIW Papua&Papua Barat,,OFFICER PERENCANAAN SISTEM KELISTRIKAN,S1 Teknik Kimia/Teknik Lingkungan,1,S1,3T,Perencanaan Sistem,2,0.669
2754,2023,HOLDING,UIW Papua&Papua Barat,,TECHNICIAN PENGELOLAAN KONSTRUKSI,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,0.669
2755,2023,HOLDING,UID Jawa Barat,,TECHNICIAN PEMELIHARAAN DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Distribusi,2,0.662
2756,2023,HOLDING,UID Jawa Barat,,TECHNICIAN PROTEKSI DAN METER,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Proteksi dan Kontrol,2,0.662
2757,2023,HOLDING,UID Kaltimra,,OFFICER ACCOUNT EXECUTIVE,S1 Komunikasi/Hubungan Masyarakat,1,S1,3T,Komunikasi dan Umum,2,0.662
2758,2023,HOLDING,UID Kaltimra,,OFFICER ADMINISTRASI DAN UMUM,S1 Komunikasi/Hubungan Masyarakat,1,S1,3T,Komunikasi dan Umum,2,0.662
2759,2023,HOLDING,UID Kaltimra,,OFFICER KEUANGAN DAN ANGGARAN,S1 Akuntansi/Administrasi Fiskal,1,S1,3T,Keuangan dan Akuntansi,2,0.662
2760,2023,HOLDING,UID Kaltimra,,OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.662
2761,2023,HOLDING,UID Kaltimra,,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.662
2762,2023,HOLDING,UID Kaltimra,,OFFICER PERENCANAAN DAN EVALUASI SISTEM DISTRIBUSI,S1 Teknik Kimia/Teknik Lingkungan,1,S1,3T,Perencanaan Sistem,2,0.662
2763,2023,HOLDING,UID Kaltimra,,OFFICER PRIORITY ACCOUNT EXECUTIVE,S1 Komunikasi/Hubungan Masyarakat,1,S1,3T,Komunikasi dan Umum,2,0.662
2764,2023,HOLDING,UID Kaltimra,,TECHNICIAN PEMELIHARAAN METER TRANSAKSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.662
2765,2023,HOLDING,UID Kaltimra,,TECHNICIAN PENGELOLAAN KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.662
2766,2023,HOLDING,UID Kaltimra,,TECHNICIAN PENGENDALIAN SUSUT,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.662
2767,2023,HOLDING,UID S2JB,,OFFICER PELAKSANA PENGADAAN,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,0.66
2768,2023,HOLDING,UIP Sumatera Bag Utara,,TECHNICIAN PENGENDALIAN KONSTRUKSI,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2023,Manajemen Konstruksi dan Pengadaan,2,0.658
2769,2023,HOLDING,UID Sulselrabar,,OFFICER KINERJA NIAGA DAN PEMASARAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,3T,Niaga dan Pemasaran,2,0.656
2770,2023,HOLDING,UID Sumut,,OFFICER LOGISTIK,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2023,Manajemen Konstruksi dan Pengadaan,2,0.649
2771,2023,HOLDING,UIT JBT,,TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Transmisi dan Gardu Induk,2,0.642
2772,2023,HOLDING,UIT JBT,,TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK TEGANGAN EKSTRA TINGGI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Transmisi dan Gardu Induk,2,0.642
2773,2023,HOLDING,UIT JBT,,TECHNICIAN PDKB GI/GITET,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Transmisi dan Gardu Induk,2,0.642
2774,2023,HOLDING,UIT JBT,,TECHNICIAN PDKB SUTT/SUTET,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Transmisi dan Gardu Induk,2,0.642
2775,2023,HOLDING,UIP JBB,,"OFFICER ASET, PERTANAHAN DAN ROW",S1 Logistik/Supply Chain Management,1,S1,Rekrut 2023,Manajemen Konstruksi dan Pengadaan,2,0.64
2776,2023,HOLDING,UIP JBB,,OFFICER PELAKSANA PENGADAAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2023,Manajemen Konstruksi dan Pengadaan,2,0.64
2777,2023,HOLDING,UIP JBB,,OFFICER PERIZINAN DAN PERTANAHAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2023,Manajemen Konstruksi dan Pengadaan,2,0.64
2778,2023,HOLDING,UIW Bangka Belitung,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2023,Keuangan dan Akuntansi,2,0.64
2779,2023,HOLDING,UID Jawa Tengah & DIY,,TECHNICIAN TEKNIK LAYANAN PELANGGAN,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Distribusi,2,0.635
2780,2023,HOLDING,UID Banten,,OFFICER KINERJA KONSTRUKSI DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Distribusi,2,0.631
2781,2023,HOLDING,UID Banten,,OFFICER PELAKSANA PENGADAAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2023,Manajemen Konstruksi dan Pengadaan,2,0.631
2782,2023,HOLDING,UID Banten,,TECHNICIAN TEKNIK LAYANAN PELANGGAN,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Distribusi,2,0.631
2783,2023,HOLDING,UIT JBTB,,OFFICER ADMINISTRASI DAN UMUM,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2023,Komunikasi dan Umum,2,0.63
2784,2023,HOLDING,UIT JBTB,,TECHNICIAN JARINGAN TRANSMISI DAN GARDU INDUK TEGANGAN EKSTRA TINGGI,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Transmisi dan Gardu Induk,2,0.63
2785,2023,HOLDING,UID Suluttenggo,,OFFICER OPERASI DAN PEMELIHARAAN SISTEM DISTRIBUSI,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.621
2786,2023,HOLDING,UID Suluttenggo,,OFFICER PERENCANAAN SISTEM KELISTRIKAN,S1 Teknik Kimia/Teknik Lingkungan,1,S1,3T,Perencanaan Sistem,2,0.621
2787,2023,HOLDING,UID Suluttenggo,,OFFICER STRATEGI PEMASARAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,3T,Niaga dan Pemasaran,2,0.621
2788,2023,HOLDING,UID Suluttenggo,,TECHNICIAN PENGATURAN OPERASI (PALU),S1 Teknik Kimia/Teknik Lingkungan,1,S1,3T,Perencanaan Sistem,2,0.621
2789,2023,HOLDING,UID Suluttenggo,,TECHNICIAN PENGENDALIAN SUSUT,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.621
2790,2023,HOLDING,UIP Sumatera Bag Tengah,,"OFFICER KEUANGAN, PERIZINAN, PERTANAHAN DAN UMUM",S1 Logistik/Supply Chain Management,1,S1,Rekrut 2023,Manajemen Konstruksi dan Pengadaan,2,0.617
2791,2023,HOLDING,PUSDIKLAT,,OFFICER PENYELENGGARAAN PEMBELAJARAN NON TEKNIK,S1 Psikologi/Kepegawaian,1,S1,Rekrut 2023,Sumber Daya Manusia,2,0.61
2792,2023,HOLDING,UID Jakarta Raya,,OFFICER KINERJA PEMASARAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,Rekrut 2023,Niaga dan Pemasaran,2,0.599
2793,2023,HOLDING,UID Jakarta Raya,,OFFICER KINERJA PEMELIHARAAN,S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2023,Perencanaan dan Kinerja,2,0.599
2794,2023,HOLDING,UID Jakarta Raya,,OFFICER PERENCANAAN DAN EVALUASI SISTEM DISTRIBUSI,S1 Teknik Kimia/Teknik Lingkungan,1,S1,Rekrut 2023,Perencanaan Sistem,2,0.599
2795,2023,HOLDING,UID Kalselteng,,OFFICER ACCOUNT EXECUTIVE,S1 Komunikasi/Hubungan Masyarakat,1,S1,3T,Komunikasi dan Umum,2,0.598
2796,2023,HOLDING,UID Kalselteng,,OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.598
2797,2023,HOLDING,UID Kalselteng,,OFFICER MAPPING DATA JARINGAN DAN PELANGGAN,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.598
2798,2023,HOLDING,UID Kalselteng,,OFFICER PELAKSANA PENGADAAN,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,0.598
2799,2023,HOLDING,UID Kalselteng,,OFFICER PERENCANAAN DAN KINERJA,S1 Teknik Industri/Teknik Material,1,S1,3T,Perencanaan dan Kinerja,2,0.598
2800,2023,HOLDING,UID Kalselteng,,OFFICER PERENCANAAN SISTEM KELISTRIKAN,S1 Teknik Kimia/Teknik Lingkungan,1,S1,3T,Perencanaan Sistem,2,0.598
2801,2023,HOLDING,UID Kalselteng,,TECHNICIAN KONSTRUKSI LISTRIK PERDESAAN,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.598
2802,2023,HOLDING,UID Kalselteng,,TECHNICIAN PENGENDALIAN LISTRIK PERDESAAN,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.598
2803,2023,HOLDING,UIW NusaTenggara Barat,,TECHNICIAN PDKB,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Distribusi,2,0.596
2804,2023,HOLDING,UIW NusaTenggara Barat,,TECHNICIAN PEMELIHARAAN GARDU INDUK,S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Transmisi dan Gardu Induk,2,0.596
2805,2023,HOLDING,UID Bali,,OFFICER KEUANGAN DAN ANGGARAN,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2023,Keuangan dan Akuntansi,2,0.595
2806,2023,HOLDING,UID Bali,,TECHNICIAN PENGATURAN OPERASI,S1 Teknik Kimia/Teknik Lingkungan,1,S1,Rekrut 2023,Perencanaan Sistem,2,0.595
2807,2023,HOLDING,UIP JBTB,,OFFICER ADMINISTRASI DAN UMUM,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2023,Komunikasi dan Umum,2,0.592
2808,2023,HOLDING,UIP JBTB,,OFFICER PELAKSANA PENGADAAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2023,Manajemen Konstruksi dan Pengadaan,2,0.592
2809,2023,HOLDING,UIP JBTB,,OFFICER PENGENDALIAN KONSTRUKSI,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2023,Manajemen Konstruksi dan Pengadaan,2,0.592
2810,2023,HOLDING,UIP JBTB,,OFFICER PERENCANAAN UMUM DAN KINERJA,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2023,Komunikasi dan Umum,2,0.592
2811,2023,HOLDING,UID Sulselrabar,,OFFICER PELAKSANA PENGADAAN,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,0.591
2812,2023,HOLDING,UIP Kalimantan Bag Timur,,OFFICER ADMINISTRASI TEKNIK,S1 Komunikasi/Hubungan Masyarakat,1,S1,3T,Komunikasi dan Umum,2,0.59
2813,2023,HOLDING,UIP Kalimantan Bag Timur,,OFFICER PELAKSANA PENGADAAN,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,0.59
2814,2023,HOLDING,UIP Kalimantan Bag Timur,,OFFICER PERENCANAAN UMUM DAN KINERJA,S1 Komunikasi/Hubungan Masyarakat,1,S1,3T,Komunikasi dan Umum,2,0.59
2815,2023,HOLDING,Kantor Pusat,,OFFICER AUDIT INVESTIGASI 1B,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2023,Audit dan Risiko,2,0.588
2816,2023,HOLDING,Kantor Pusat,,OFFICER AUDIT INVESTIGASI 2A,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2023,Audit dan Risiko,2,0.588
2817,2023,HOLDING,Kantor Pusat,,"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 2A",S1 Teknik Mesin/Konversi Energi,1,S1,Rekrut 2023,Pembangkitan,2,0.588
2818,2023,HOLDING,Kantor Pusat,,"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 2B",S1 Teknik Mesin/Konversi Energi,1,S1,Rekrut 2023,Pembangkitan,2,0.588
2819,2023,HOLDING,Kantor Pusat,,"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 3B",S1 Teknik Mesin/Konversi Energi,1,S1,Rekrut 2023,Pembangkitan,2,0.588
2820,2023,HOLDING,Kantor Pusat,,OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 1C,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Transmisi dan Gardu Induk,2,0.588
2821,2023,HOLDING,Kantor Pusat,,OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 1D,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Transmisi dan Gardu Induk,2,0.588
2822,2023,HOLDING,Kantor Pusat,,OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 2C,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Transmisi dan Gardu Induk,2,0.588
2823,2023,HOLDING,Kantor Pusat,,OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 3A,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Transmisi dan Gardu Induk,2,0.588
2824,2023,HOLDING,Kantor Pusat,,OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 3C,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Transmisi dan Gardu Induk,2,0.588
2825,2023,HOLDING,Kantor Pusat,,OFFICER ERP FINANCE AND ACCOUNTING,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2023,Komunikasi dan Umum,2,0.588
2826,2023,HOLDING,Kantor Pusat,,OFFICER ERP HUMAN CAPITAL AND QUALITY CONTROL,S1 Psikologi/Kepegawaian,1,S1,Rekrut 2023,Sumber Daya Manusia,2,0.588
2827,2023,HOLDING,Kantor Pusat,,OFFICER JAMINAN KUALITAS AUDIT,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2023,Audit dan Risiko,2,0.588
2828,2023,HOLDING,Kantor Pusat,,OFFICER KONSULTANSI AUDIT 3A,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2023,Audit dan Risiko,2,0.588
2829,2023,HOLDING,Kantor Pusat,,OFFICER KONSULTANSI AUDIT 3B,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2023,Audit dan Risiko,2,0.588
2830,2023,HOLDING,Kantor Pusat,,OFFICER MARKET INTELLIGENCE DAN EKONOMI ANALITIS,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2023,Komunikasi dan Umum,2,0.588
2831,2023,HOLDING,Kantor Pusat,,OFFICER PELAYANAN HUMAN CAPITAL MEDAN,S1 Psikologi/Kepegawaian,1,S1,Rekrut 2023,Sumber Daya Manusia,2,0.588
2832,2023,HOLDING,Kantor Pusat,,OFFICER PENGEMBANGAN TALENTA UID JAWA BARAT,S1 Psikologi/Kepegawaian,1,S1,Rekrut 2023,Sumber Daya Manusia,2,0.588
2833,2023,HOLDING,Kantor Pusat,,OFFICER PENGEMBANGAN TALENTA UID JAWA TENGAH DAN D.I. YOGYAKARTA,S1 Psikologi/Kepegawaian,1,S1,Rekrut 2023,Sumber Daya Manusia,2,0.588
2834,2023,HOLDING,Kantor Pusat,,"OFFICER RISIKO KONSTRUKSI JAWA, MADURA, BALI, MALUKU, PAPUA, DAN NUSA TENGGARA",S1 Logistik/Supply Chain Management,1,S1,Rekrut 2023,Manajemen Konstruksi dan Pengadaan,2,0.588
2835,2023,HOLDING,Kantor Pusat,,OFFICER STRATEGI AUDIT,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2023,Audit dan Risiko,2,0.588
2836,2023,HOLDING,Kantor Pusat,,TECHNICIAN KONSTRUKSI JARINGAN,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Distribusi,2,0.588
2837,2023,HOLDING,UID Riau & Kepri,,OFFICER KINERJA KEUANGAN DAN UMUM,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2023,Keuangan dan Akuntansi,2,0.586
2838,2023,HOLDING,UIP JBT,,OFFICER PENGENDALIAN KONSTRUKSI,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2023,Manajemen Konstruksi dan Pengadaan,2,0.585
2839,2023,HOLDING,Pusat Pengatur Beban,,TECHNICIAN OPERASI SISTEM A,S1 Teknik Kimia/Teknik Lingkungan,1,S1,Rekrut 2023,Perencanaan Sistem,2,0.585
2840,2023,HOLDING,Pusat Pengatur Beban,,TECHNICIAN OPERASI SISTEM E,S1 Teknik Kimia/Teknik Lingkungan,1,S1,Rekrut 2023,Perencanaan Sistem,2,0.585
2841,2023,HOLDING,UID Sumut,,OFFICER ADMINISTRASI DAN UMUM,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2023,Komunikasi dan Umum,2,0.584
2842,2023,HOLDING,UID Sumut,,OFFICER KINERJA NIAGA DAN PEMASARAN,S1 Manajemen Pemasaran/Digital Marketing Dan Analytics,1,S1,Rekrut 2023,Niaga dan Pemasaran,2,0.584
2843,2023,HOLDING,UIP3B Kalimantan,,OFFICER KINERJA DAN PERENCANAAN,S1 Teknik Industri/Teknik Material,1,S1,3T,Perencanaan dan Kinerja,2,0.579
2844,2023,HOLDING,UIP3B Kalimantan,,OFFICER PELAKSANA PENGADAAN,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,0.579
2845,2023,HOLDING,UIP3B Kalimantan,,"OFFICER PENGENDALIAN PEMELIHARAAN ASET JARINGAN, GI, DAN PROTEKSI",S1 Teknik Elektro/Teknik Listrik,1,S1,3T,Proteksi dan Kontrol,2,0.579
2846,2023,HOLDING,UIP3B Kalimantan,,OFFICER PERENCANAAN PENGUSAHAAN DAN KINERJA,S1 Teknik Industri/Teknik Material,1,S1,3T,Perencanaan dan Kinerja,2,0.579
2847,2023,HOLDING,UIP3B Kalimantan,,OFFICER UMUM,S1 Komunikasi/Hubungan Masyarakat,1,S1,3T,Komunikasi dan Umum,2,0.579
2848,2023,HOLDING,UIP3B Kalimantan,,TECHNICIAN ENJINIRING,S1 Teknik Kimia/Teknik Lingkungan,1,S1,3T,Perencanaan Sistem,2,0.579
2849,2023,HOLDING,UIT JBB,,OFFICER ADMINISTRASI DAN UMUM,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2023,Komunikasi dan Umum,2,0.569
2850,2023,HOLDING,UIT JBB,,OFFICER LABORATORIUM,S1 Komunikasi/Hubungan Masyarakat,1,S1,Rekrut 2023,Komunikasi dan Umum,2,0.569
2851,2023,HOLDING,UIT JBB,,OFFICER LINGKUNGAN,S1 Keselamatan Dan Kesehatan Kerja/Kesehatan Masyarakat K3,1,S1,Rekrut 2023,K3 dan Lingkungan,2,0.569
2852,2023,HOLDING,UIT JBB,,"OFFICER MANAJEMEN RISIKO, KEPATUHAN DAN SISTEM MANAJEMEN TERINTEGRASI",S1 Hukum/Public Policy,1,S1,Rekrut 2023,Hukum dan Kepatuhan,2,0.569
2853,2023,HOLDING,UIT JBB,,OFFICER PENGENDALIAN KONSTRUKSI DAN ADMINISTRASI KONTRAK,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2023,Manajemen Konstruksi dan Pengadaan,2,0.569
2854,2023,HOLDING,UIT JBB,,"TECHNICIAN PEMELIHARAAN PROTEKSI, METER, DAN OTOMASI TRANSMISI DAN GARDUINDUK",S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Transmisi dan Gardu Induk,2,0.569
2855,2023,HOLDING,UIP Kalimantan Bag Barat,,OFFICER PERIZINAN DAN PERTANAHAN,S1 Logistik/Supply Chain Management,1,S1,3T,Manajemen Konstruksi dan Pengadaan,2,0.564
2856,2023,HOLDING,UIT JBT,,OFFICER KEUANGAN DAN AKUNTANSI,S1 Akuntansi/Administrasi Fiskal,1,S1,Rekrut 2023,Keuangan dan Akuntansi,2,0.562
2857,2023,HOLDING,UIT JBT,,OFFICER PELAKSANA PENGADAAN,S1 Logistik/Supply Chain Management,1,S1,Rekrut 2023,Manajemen Konstruksi dan Pengadaan,2,0.562
2858,2023,HOLDING,UIT JBT,,OFFICER PERENCANAAN PENGUSAHAAN,S1 Teknik Industri/Teknik Material,1,S1,Rekrut 2023,Perencanaan dan Kinerja,2,0.562
2859,2023,HOLDING,UIT JBT,,TECHNICIAN PEMELIHARAAN GARDU INDUK,S1 Teknik Elektro/Teknik Listrik,1,S1,Rekrut 2023,Transmisi dan Gardu Induk,2,0.562
2860,2023,HOLDING,UID Kalbar,,"OFFICER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",S1 Keselamatan Dan Kesehatan Kerja/Kesehatan Masyarakat K3,1,S1,3T,K3 dan Lingkungan,2,0.559
2861,2023,HOLDING,UID Kalbar,,OFFICER KEUANGAN DAN AKUNTANSI,S1 Akuntansi/Administrasi Fiskal,1,S1,3T,Keuangan dan Akuntansi,2,0.559
