nama_posisi,jenjang_utama,level_utama,jenjang_lain,jumlah_pegawai,jumlah_unit_induk
MANAGER UNIT PELAKSANA TRANSMISI PURWOKERTO,MD,17,,1,1
MANAGER UNIT PELAKSANA TRANSMISI SALATIGA,MD,17,,1,1
MANAGER UNIT PELAKSANA TRANSMISI SEMARANG,MD,17,,1,1
MANAGER UNIT PELAKSANA TRANSMISI SURABAYA,MD,17,,1,1
MANAGER UNIT PELAKSANA TRANSMISI TANJUNG KARANG,MD,17,,1,1
MANAGER VALUASI AKUISISI DAN INVESTASI ASET,MD,16,,1,1
MANAGER VALUASI MANAJEMEN PERUBAHAN,MD,16,,1,1
MANAGER VALUASI PERFORMA PRODUKTIVITAS ASET,MD,16,,1,1
MANAGER VALUASI TRANSFER DAN DIVESTASI ASET,MD,16,,1,1
MANAGER VERIFIKASI ENERGI PRIMER,MD,16,,1,1
MANAGER VERIFIKASI INVESTASI 1,MD,16,,1,1
MANAGER VERIFIKASI INVESTASI 2,MD,16,,1,1
MANAGER VERIFIKASI NON PURCHASE ORDER KANTOR PUSAT,MD,16,,1,1
MANAGER VERIFIKASI PEMBELIAN TENAGA LISTRIK,MD,16,,1,1
MANAGER VERIFIKASI PURCHASE ORDER KANTOR PUSAT,MD,16,,1,1
MANAGER VERIFIKASI PUSAT PENUNJANG 1,MD,16,,1,1
MANAGER VERIFIKASI PUSAT PENUNJANG 2,MD,16,,1,1
MANAGER VERIFIKASI UID & UIW-1,MD,16,,1,1
MANAGER VERIFIKASI UID & UIW-2,MD,16,,1,1
MANAGER VERIFIKASI UID & UIW-3,MD,16,,1,1
MANAGER VERIFIKASI UID & UIW-4,MD,16,,1,1
MANAGER VERIFIKASI UID & UIW-5,MD,16,,1,1
MANAGER VERIFIKASI UID & UIW-6,MD,16,,1,1
MANAGER VERIFIKASI UID & UIW-7,MD,16,,1,1
MANAGER VERIFIKASI UID 2,MD,16,,1,1
MANAGER VERIFIKASI UID 3,MD,16,,1,1
MANAGER VERIFIKASI UID 4,MD,16,,1,1
MANAGER VERIFIKASI UID 5,MD,16,,1,1
MANAGER VERIFIKASI UID 6,MD,16,,1,1
MANAGER VERIFIKASI UIP 1,MD,16,,1,1
MANAGER VERIFIKASI UIP 2,MD,16,,1,1
MANAGER VERIFIKASI UIP 3,MD,16,,1,1
MANAGER VERIFIKASI UIT 1,MD,16,,1,1
MANAGER VERIFIKASI UIT 2,MD,16,,1,1
MANAGER VERIFIKASI UIT 3,MD,16,,1,1
OFFICER ACADEMY BUSINESS DEVELOPMENT,G2,12,,2,1
OFFICER ACADEMY CORPORATE SECRETARY,G2,12,,1,1
OFFICER ACADEMY CUSTOMER EXPERIENCE DAN LAYANAN PELANGGAN,G2,12,,2,1
OFFICER ACADEMY DIGITAL DAN TEKNOLOGI INFORMASI,G2,12,,1,1
OFFICER ACADEMY ENERGI PRIMER,G2,12,,1,1
OFFICER ACADEMY HSSE,G2,12,,1,1
OFFICER ACADEMY KEUANGAN,G2,12,,1,1
OFFICER ACADEMY KONSTRUKSI DAN MANAJEMEN PROYEK,G2,12,,1,1
OFFICER ACADEMY LEADERSHIP,G2,12,,1,1
OFFICER ACADEMY LEGAL DAN REGULASI,G2,12,,1,1
OFFICER ACADEMY MANAJEMEN PEMBANGKITAN,G2,12,,1,1
OFFICER ACADEMY OPERASI SISTEM DAN FASILITAS OPERASI,G2,12,,1,1
"OFFICER ACADEMY PENELITIAN DAN PENGEMBANGAN, PEMELIHARAANKETENAGALISTRIKAN, DAN SERTIFIKASI",G2,12,,1,1
OFFICER ACADEMY SUPPLY CHAIN MANAGEMENT,G2,12,,1,1
OFFICER ACADEMY TRANSMISI,G2,12,,1,1
OFFICER ACCOUNT EXECUTIVE,G2,11,,49,18
OFFICER ADMINISTRASI,G2,11,,2,1
OFFICER ADMINISTRASI AKUNTANSI PINJAMAN KANTOR PUSAT,G2,12,,2,1
"OFFICER ADMINISTRASI AUDIT NIAGA, TEKNOLOGI INFORMASI, DAN ENABLER",G2,11,,1,1
OFFICER ADMINISTRASI DAN KONTROL INTERNAL,G2,12,,2,1
OFFICER ADMINISTRASI DAN MONITORING ADDITIONAL DEMAND,G2,12,,2,1
OFFICER ADMINISTRASI DAN PELAYANAN PELANGGAN,G2,11,,9,2
OFFICER ADMINISTRASI DAN PENGEMBANGAN SDM,G2,12,,3,1
OFFICER ADMINISTRASI DAN UMUM,G2,11,,196,37
OFFICER ADMINISTRASI EKSEKUTIF DIREKSI,G2,12,,10,1
OFFICER ADMINISTRASI KOMUNIKASI KORPORAT DAN TJSL,G2,11,,2,1
OFFICER ADMINISTRASI KONSTRUKSI,G2,12,,3,1
OFFICER ADMINISTRASI KONTRAK,G2,12,,20,9
OFFICER ADMINISTRASI LOAN DAN PDP,G2,11,,2,1
OFFICER ADMINISTRASI MANAJEMEN PORTOFOLIO,G2,11,,1,1
OFFICER ADMINISTRASI MANAJEMEN RISIKO OPERASI,G2,11,,1,1
OFFICER ADMINISTRASI NIAGA,G2,11,,2,1
OFFICER ADMINISTRASI OPERASI DISTRIBUSI SUMATERA DAN KALIMANTAN,G2,11,,1,1
OFFICER ADMINISTRASI OPERASI PEMBANGKITAN DAN INDEPENDENT POWER PRODUCER,G2,11,,1,1
OFFICER ADMINISTRASI PELANGGAN,G2,12,,14,13
OFFICER ADMINISTRASI PELAYANAN PELANGGAN,G2,12,,2,1
OFFICER ADMINISTRASI PENDAPATAN INSTANSI VERTIKAL,G2,12,,3,1
OFFICER ADMINISTRASI PENGADAAN PEMBANGKIT DAN IPP,G2,12,,3,1
"OFFICER ADMINISTRASI PENGADAAN TRANSMISI, GARDU INDUK, DAN MATERIAL TERPUSAT",G2,12,,2,1
"OFFICER ADMINISTRASI PENGADAAN TRANSMISI, GARDU INDUK, DAN MATERIALTERPUSAT",G2,11,,1,1
OFFICER ADMINISTRASI PENGEMBANGAN LISTRIK DESA,G2,11,,1,1
OFFICER ADMINISTRASI PENGEMBANGAN PRODUK NIAGA,G2,11,,2,1
OFFICER ADMINISTRASI RISIKO KHUSUS DAN EKSEKUTIF DIREKSI,G2,12,,1,1
OFFICER ADMINISTRASI SEKRETARIAT PERUSAHAAN,G2,12,,1,1
OFFICER ADMINISTRASI TEKNIK,G2,12,,33,11
OFFICER ADMINISTRASI UMUM DAN KOMUNIKASI,G2,11,,1,1
OFFICER ADMINISTRASI dan UMUM,G2,11,,1,1
OFFICER AKUISISI PELANGGAN DAN GREEN ENERGY,G2,12,,2,1
OFFICER AKUNTANSI,G2,12,,42,19
OFFICER AKUNTANSI AT DAN PDP,G2,12,,41,24
OFFICER AKUNTANSI DAN SISTEM INFORMASI ASET,G2,12,,2,1
OFFICER AKUNTANSI MANAJEMEN,G2,12,,4,1
OFFICER AKUNTANSI TRANSAKSI KANTOR PUSAT,G2,12,,5,1
OFFICER AKUNTANSI UMUM DAN BIAYA,G2,12,,36,23
"OFFICER AKUNTANSI, PAJAK DAN ASURANSI",G2,11,,3,1
OFFICER ANALISA DAN EVALUASI IPP,G2,12,,1,1
OFFICER ANALISA DAN EVALUASI JABATAN,G2,12,,1,1
OFFICER ANALISA DAN EVALUASI SISTEM,G2,12,,3,2
OFFICER ANALISIS DAN EVALUASI SISTEM PEMBANGKITAN,G2,12,,3,1
OFFICER ANALISIS DAN EVALUASI SISTEM PENYALURAN,G2,12,,3,1
OFFICER ANALISIS DAN HARMONISASI MATERI,G2,12,,3,1
OFFICER ANGGARAN,G2,12,,28,11
OFFICER ANGGARAN DAN ADMINISTRASI KOMUNIKASI DAN TJSL,G2,11,,3,1
OFFICER ANGGARAN INVESTASI NIAGA,G2,12,,1,1
OFFICER ANGGARAN INVESTASI SARANA,G2,11,,2,1
OFFICER ANGGARAN OPERASI NIAGA,G2,12,,1,1
OFFICER ANGGARAN SARANA KANTOR PUSAT,G2,11,,1,1
OFFICER ANGGARAN SARANA KORPORAT,G2,12,,2,1
"OFFICER ANGGARAN, ASURANSI DAN NIAGA",G2,12,,2,1
OFFICER APLIKASI DISTRIBUSI,G2,12,,4,1
OFFICER APLIKASI MOBILE SUPPORT,G2,12,,4,1
OFFICER APLIKASI PELAYANAN PELANGGAN MOBILE,G2,12,,5,1
OFFICER APLIKASI PEMBANGKITAN,G2,12,,2,1
OFFICER APLIKASI PROYEK,G2,12,,1,1
OFFICER APLIKASI TRANSMISI,G2,12,,3,1
OFFICER ARSITEKTUR DAN TATA KELOLA KEBIJAKAN,G2,12,,1,1
OFFICER ASESMEN DAN DIAGNOSA,G2,11,,6,3
OFFICER ASESMEN DAN DIAGNOSA DAN PENGELOLAAN DATA,G2,11,,1,1
OFFICER ASESMEN GI DAN GIS,G2,12,,6,3
OFFICER ASESMEN JARINGAN DAN KABEL,G2,12,,6,3
OFFICER ASESMEN PERFORMA PRODUKTIVITAS ASET,G2,12,,2,1
OFFICER ASESMEN PROTEKSI DAN CATU DAYA,G2,12,,4,3
"OFFICER ASESMEN, DIAGNOSA DAN PENGELOLAAN DATA",G2,11,,14,3
"OFFICER ASESMEN, DIAGNOSA DAN PENGOLAHAN DATA",G2,11,,8,1
OFFICER ASET PROPERTI,G2,12,,41,25
OFFICER ASET PROPERTI DAN UMUM,G2,12,,9,3
"OFFICER ASET PROPERTI, KOMUNIKASI DAN UMUM",G2,12,,19,5
"OFFICER ASET, PERTANAHAN DAN ROW",G2,12,,32,11
OFFICER ASURANSI,G2,12,,2,1
OFFICER AUDIT DATA ANALITIK DAN CONTINUOUS AUDIT 1,G2,12,,5,1
OFFICER AUDIT DATA ANALITIK DAN CONTINUOUS AUDIT 2,G2,12,,3,1
OFFICER AUDIT INVESTIGASI 1A,G2,12,,5,1
OFFICER AUDIT INVESTIGASI 1B,G2,12,,6,1
OFFICER AUDIT INVESTIGASI 2A,G2,12,,6,1
OFFICER AUDIT INVESTIGASI 2B,G2,12,,5,1
OFFICER AUDIT KEUANGAN KORPORASI 1,G2,12,,4,1
OFFICER AUDIT KEUANGAN KORPORASI 2,G2,12,,5,1
OFFICER AUDIT KEUANGAN KORPORASI 3,G2,12,,5,1
OFFICER AUDIT KEUANGAN KORPORASI 4,G2,12,,4,1
OFFICER AUDIT KEUANGAN KORPORASI 5,G2,12,,4,1
"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 1A",G2,12,,5,1
"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 1B",G2,12,,5,1
"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 1C",G2,12,,5,1
"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 1D",G2,12,,5,1
"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 2A",G2,12,,6,1
"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 2B",G2,12,,6,1
"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 2C",G2,12,,5,1
"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 3A",G2,12,,3,1
"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 3B",G2,12,,6,1
"OFFICER AUDIT KONSTRUKSI, PEMBANGKITAN, DAN EBT 3C",G2,12,,5,1
"OFFICER AUDIT NIAGA, LEGAL, HUMAN CAPITAL, DAN ENABLER 1",G2,12,,5,1
"OFFICER AUDIT NIAGA, LEGAL, HUMAN CAPITAL, DAN ENABLER 2",G2,12,,5,1
"OFFICER AUDIT NIAGA, LEGAL, HUMAN CAPITAL, DAN ENABLER 3",G2,12,,5,1
"OFFICER AUDIT NIAGA, LEGAL, HUMAN CAPITAL, DAN ENABLER 4",G2,12,,5,1
OFFICER AUDIT TEKNOLOGI INFORMASI 1,G2,12,,4,1
OFFICER AUDIT TEKNOLOGI INFORMASI 2,G2,12,,3,1
OFFICER AUDIT TEKNOLOGI INFORMASI 3,G2,12,,4,1
OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 1A,G2,12,,8,1
OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 1B,G2,12,,8,1
OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 1C,G2,12,,6,1
OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 1D,G2,12,,6,1
OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 2A,G2,12,,9,1
OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 2B,G2,12,,5,1
OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 2C,G2,12,,6,1
OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 2D,G2,12,,4,1
OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 3A,G2,12,,6,1
OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 3B,G2,12,,4,1
OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 3C,G2,12,,6,1
OFFICER AUDIT TRANSMISI DAN DISTRIBUSI 3D,G2,12,,7,1
"OFFICER BANTUAN HUKUM DAN REGULASI JAWA, MADURA, DAN BALI",G2,12,,2,1
"OFFICER BANTUAN HUKUM DAN REGULASI SULAWESI, MALUKU, PAPUA DAN NUSA TENGGARA",G2,12,,2,1
OFFICER BANTUAN HUKUM DAN REGULASI SUMATERA KALIMANTAN,G2,12,,3,1
OFFICER BANTUAN HUKUM KANTOR PUSAT,G2,12,,4,1
OFFICER BANTUAN HUKUM SUB HOLDING,G2,12,,1,1
OFFICER BRAND,G2,12,,4,1
OFFICER BUDAYA PERUSAHAAN,G2,12,,2,1
OFFICER COMMUNITY INVOLVEMENT AND DEVELOPMENT,G2,12,,3,1
OFFICER CONTINUOUS IMPROVEMENT PAYMENT CENTRALIZATION,G2,12,,2,1
OFFICER DATA ANALITIK,G2,12,,3,1
OFFICER DEALER LIKUIDITAS MATA UANG LOKAL,G2,12,,1,1
OFFICER DEI DAN ENGAGEMENT,G2,12,,2,1
OFFICER DESAIN KONSTRUKSI,G2,12,,1,1
OFFICER DESAIN PELAYANAN HUMAN CAPITAL,G2,12,,2,1
OFFICER DIGITAL FORENSIK,G2,12,,5,1
OFFICER DIGITAL MARKETING,G2,11,,2,1
OFFICER DIGITAL SERVICE DAN CUSTOMER EXPERIENCE,G2,12,,19,14
OFFICER DIGITALISASI DISTRIBUSI DAN RETAIL,G2,11,,1,1
OFFICER DIGITALISASI ENABLER DAN BUDAYA,G2,11,,3,1
OFFICER DIGITALISASI PEMBANGKITAN DAN TRANSMISI,G2,12,,4,1
OFFICER DIGITALISASI PROSES BISNIS INTERNAL DAN BEYOND KWH,G2,12,,2,1
OFFICER EFEKTIVITAS ORGANISASI ANAK PERUSAHAAN DAN AFILIASI,G2,12,,1,1
OFFICER EFEKTIVITAS ORGANISASI KANTOR PUSAT,G2,12,,2,1
OFFICER EFEKTIVITAS ORGANISASI UNIT,G2,12,,1,1
"OFFICER EFISIENSI, PENGUKURAN DAN MUTU SISTEM DISTRIBUSI",G2,12,,1,1
OFFICER EKSPLORASI DAN PERIZINAN PLTP,G2,12,,4,1
OFFICER ENJINIRING,G2,11,,60,10
OFFICER ENJINIRING DAN KINERJA,G2,11,,1,1
OFFICER ENJINIRING DAN MANAJEMEN ASET PEMBANGKITAN,G2,12,,1,1
OFFICER ENJINIRING DAN PERENCANAAN PENGADAAN GARDU INDUK,G2,11,,1,1
OFFICER ENJINIRING DAN PERENCANAAN PENGADAAN PEMBANGKIT NON EBT 1,G2,12,,2,1
OFFICER ENJINIRING DAN PERENCANAAN PENGADAAN TRANSMISI,G2,12,,2,1
OFFICER ENJINIRING PEMBANGKITAN,G2,12,,5,3
"OFFICER ENJINIRING PROTEKSI, METER DAN OTOMASI",G2,11,,2,1
OFFICER ENJINIRING SIPIL,G2,12,,6,3
OFFICER ERP BUDGET PLANNING AND CONTROLLING,G2,12,,2,1
OFFICER ERP FINANCE AND ACCOUNTING,G2,12,,6,1
OFFICER ERP HELP CENTER AND RETIREMENT,G2,12,,4,1
OFFICER ERP HUMAN CAPITAL AND QUALITY CONTROL,G2,11,,6,1
OFFICER ERP LOGISTICS,G2,12,,4,1
OFFICER ERP SUPPLY CHAIN MANAGEMENT,G2,12,,3,1
OFFICER EVALUASI CUSTOMER JOURNEY,G2,12,,2,1
OFFICER EVALUASI DAN PENGENDALIAN MUTU DAN KINERJA,G2,11,,6,1
OFFICER EVALUASI PORTOFOLIO,G2,12,,2,1
OFFICER EVALUASI SISTEM,G2,11,,1,1
OFFICER EVALUASI SUBSIDI,G2,12,,1,1
OFFICER EVALUASI TARIF,G2,12,,2,1
OFFICER FASILITAS OPERASI DAN PROTEKSI SISTEM,G2,11,,3,1
OFFICER FASILITAS PEMELIHARAAN,G2,11,,1,1
OFFICER FASILITAS TEKNOLOGI INFORMASI KANTOR PUSAT,G2,12,,1,1
OFFICER HARMONISASI DAN MONITORING KEBIJAKAN 1,G2,12,,3,1
OFFICER HARMONISASI DAN MONITORING KEBIJAKAN 2,G2,12,,2,1
OFFICER HEALTH CARE SERVICES,G2,12,,2,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UID ACEH,G2,12,,2,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UID BALI,G2,12,,1,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UID BANTEN,G2,12,,2,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UID JAKARTA RAYA,G2,12,,3,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UID JAWA BARAT,G2,11,,2,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UID JAWA TENGAH DAN D.I. YOGYAKARTA,G2,12,,2,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UID JAWA TIMUR,G2,11,,2,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UID KALBAR,G2,12,,1,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UID KALSELTENG,G2,12,,1,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UID KALTIMRA,G2,12,,1,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UID LAMPUNG,G2,11,,1,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UID RIAU DAN KEPRI,G2,12,,2,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UID S2JB,G2,12,,2,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UID SULSELRABAR,G2,11,,1,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UID SULUTTENGGO,G2,12,,2,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UID SUMATERA BARAT,G2,11,,2,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UID SUMATERA UTARA,G2,12,,3,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP3B KALIMANTAN,G2,12,,1,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP3B SULAWESI,G2,12,,1,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIP3B SUMATERA,G2,12,,2,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIT JBB,G2,12,,2,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIT JBT,G2,12,,2,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIT JBTB,G2,12,,2,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIW MALUKU DAN MALUKU UTARA,G2,12,,1,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIW NTB,G2,11,,1,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIW NTT,G2,12,,1,1
OFFICER HUBUNGAN INDUSTRIAL DAN ALIH DAYA UIW PAPUA DAN PAPUA BARAT,G2,12,,1,1
OFFICER HUBUNGAN INVESTOR DAN GCG,G2,12,,1,1
OFFICER HUBUNGAN LEGISLATIF,G2,12,,2,1
OFFICER HUBUNGAN MEDIA,G2,12,,4,1
OFFICER HUBUNGAN NON PEMERINTAHAN,G2,12,,1,1
OFFICER HUBUNGAN PEMERINTAHAN,G2,12,,2,1
OFFICER HUKUM,G2,12,,49,1
OFFICER HUMAN CAPITAL HELP CENTER,G2,12,,1,1
OFFICER IMBANGAN AUDIT EKSTERNAL 1,G2,12,,3,1
OFFICER IMBANGAN AUDIT EKSTERNAL 2,G2,12,,4,1
OFFICER IMBANGAN AUDIT EKSTERNAL 3,G2,12,,4,1
OFFICER IMBANGAN AUDIT EKSTERNAL 4,G2,12,,3,1
OFFICER IMBANGAN AUDIT EKSTERNAL 5,G2,12,,4,1
OFFICER INFRASTRUKTUR MANAJEMEN KEPATUHAN DAN DATA PROTECTION,G2,12,,2,1
OFFICER INKUBASI PENGEMBANGAN PRODUK NIAGA,G2,12,,3,1
OFFICER INSTITUSI KEUANGAN,G2,12,,2,1
OFFICER INTEGRASI INFRASTRUKTUR APLIKASI,G2,12,,3,1
OFFICER IPP DAN EXCESS POWER,G2,12,,12,10
OFFICER IT BUSINESS PARTNER NIAGA DAN PROYEK,G2,12,,2,1
OFFICER IT BUSINESS PARTNER PEMBANGKITAN DAN TRANSMISI,G2,12,,2,1
OFFICER IT BUSINESS PARTNER SUPPORT,G2,11,,2,1
OFFICER JAMINAN KUALITAS AUDIT,G2,12,,6,1
OFFICER JAMINAN KUALITAS MANAJEMEN RISIKO,G2,12,,3,1
OFFICER KAJIAN DAN INVESTIGASI TEKNIK DAN TEKNOLOGI SISTEM TRANSMISI DAN DISTRIBUSI,G2,12,,2,1
OFFICER KAJIAN DAN INVESTIGASI TEKNIK TEKNOLOGI SISTEM PEMBANGKITAN DAN ENERGI,G2,12,,2,1
OFFICER KEAMANAN,G2,11,,1,1
"OFFICER KEAMANAN JAWA, MADURA DAN BALI",G2,11,,1,1
"OFFICER KEAMANAN SULAWESI, MALUKU, PAPUA DAN NUSA TENGGARA",G2,12,,2,1
OFFICER KEAMANAN SUMATERA DAN KALIMANTAN,G2,12,,1,1
OFFICER KEBIJAKAN DAN SISTEM INFORMASI ASET PROPERTI,G2,12,,1,1
OFFICER KEBIJAKAN NIAGA,G2,12,,3,1
OFFICER KEBIJAKAN OPERASIONAL HUMAN CAPITAL,G2,12,,2,1
OFFICER KEBIJAKAN OPERASIONAL TEKNOLOGI INFORMASI,G2,12,,4,1
OFFICER KEBIJAKAN STRATEGIS HUMAN CAPITAL,G2,12,,1,1
OFFICER KELAYAKAN INVESTASI DAN RISIKO,G2,11,,6,5
OFFICER KELAYAKAN KOMERSIALISASI PRODUK NIAGA,G2,12,,3,1
OFFICER KESELAMATAN DAN KESEHATAN KERJA,G2,12,,2,1
OFFICER KESELAMATAN DAN KESEHATAN KERJA DAN KEAMANAN,G2,12,,3,2
"OFFICER KESELAMATAN, KESEHATAN KERJA DAN KEAMANAN",G2,12,,58,31
"OFFICER KESELAMATAN, KESEHATAN KERJA, DAN KEAMANAN",G2,12,,28,19
"OFFICER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN DAN KEAMANAN",G2,11,,72,34
"OFFICER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN dan KEAMANAN",G2,11,,2,2
"OFFICER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN",G2,11,,24,14
OFFICER KETAHANAN KEAMANAN,G2,12,,2,1
OFFICER KEUANGAN,G2,12,,25,11
OFFICER KEUANGAN DAN ADMINISTRASI UMUM,G2,11,,2,2
OFFICER KEUANGAN DAN AKUNTANSI,G2,11,,102,27
OFFICER KEUANGAN DAN ANGGARAN,G2,12,,94,32
OFFICER KEUANGAN DAN PENGENDALIAN PAJAK,G2,12,,3,1
"OFFICER KEUANGAN, PERIZINAN, PERTANAHAN DAN UMUM",G2,12,,59,11
OFFICER KINERJA,G2,12,,340,24
OFFICER KINERJA DAN ADMINISTRASI LAYANAN PELANGGAN,G2,12,,758,21
OFFICER KINERJA DAN PERENCANAAN,G2,12,,45,4
OFFICER KINERJA DIREKTORAT KORPORAT DAN UNIT BINAAN 1,G2,12,,4,1
OFFICER KINERJA DIREKTORAT KORPORAT DAN UNIT BINAAN 2,G2,12,,3,1
OFFICER KINERJA FASILITAS OPERASI,G2,12,,100,17
OFFICER KINERJA JARINGAN,G2,12,,3,1
OFFICER KINERJA JARINGAN DAN KONSTRUKSI,G2,12,,29,4
OFFICER KINERJA JARINGAN DAN KONSTRUKSI DISTRIBUSI,G2,12,,156,15
OFFICER KINERJA JARINGAN DISTRIBUSI,G2,12,,145,8
OFFICER KINERJA KEUANGAN DAN AKUNTANSI,G2,11,,1,1
OFFICER KINERJA KEUANGAN DAN UMUM,G2,12,,451,28
OFFICER KINERJA KONSTRUKSI,G2,12,,38,3
OFFICER KINERJA KONSTRUKSI DAN PENYALURAN,G2,12,,37,4
OFFICER KINERJA KONSTRUKSI DISTRIBUSI,G2,12,,43,2
OFFICER KINERJA NIAGA,G2,12,,13,2
OFFICER KINERJA NIAGA DAN LAPORAN MANAJEMEN,G2,12,,1,1
OFFICER KINERJA NIAGA DAN PEMASARAN,G2,12,,50,15
OFFICER KINERJA OPERASI DAN PEMELIHARAAN PEMBANGKIT,G2,12,,12,4
OFFICER KINERJA OPERASI DAN PEMELIHARAAN PEMBANGKITAN,G2,11,,3,1
OFFICER KINERJA OPERASI SISTEM,G2,12,,25,3
OFFICER KINERJA OPERASI SISTEM DISTRIBUSI,G2,12,,32,13
OFFICER KINERJA PDKB,G2,11,,1,1
OFFICER KINERJA PELAKSANAAN PEMBELAJARAN,G2,12,,9,1
OFFICER KINERJA PELAYANAN DAN KEUANGAN,G2,12,,1,1
OFFICER KINERJA PEMASARAN,G2,12,,6,2
OFFICER KINERJA PEMELIHARAAN,G2,12,,17,6
OFFICER KINERJA PERUBAHAN,G2,12,,2,1
OFFICER KINERJA RANTAI PASOK,G2,12,,2,1
"OFFICER KINERJA SUBHOLDING, ANAK PERUSAHAAN, DAN AFILIASI 1",G2,12,,3,1
"OFFICER KINERJA SUBHOLDING, ANAK PERUSAHAAN, DAN AFILIASI 2",G2,12,,2,1
OFFICER KINERJA TRANSAKSI ENERGI LISTRIK,G2,12,,234,22
OFFICER KINERJA VENDOR DAN MANAJEMEN RISIKO,G2,12,,2,1
OFFICER KOMUNIKASI,G2,12,,21,6
OFFICER KOMUNIKASI CEO OFFICE,G2,12,,3,1
OFFICER KOMUNIKASI DAN KOLABORASI PENGEMBANGAN BISNIS,G2,12,,2,1
OFFICER KOMUNIKASI DAN MANAJEMEN STAKEHOLDER,G2,12,,42,21
OFFICER KOMUNIKASI DAN TJSL,G2,12,,20,12
OFFICER KOMUNIKASI INTERNAL,G2,12,,2,1
OFFICER KOMUNIKASI PERUBAHAN,G2,12,,2,1
"OFFICER KOMUNIKASI, MANAJEMEN STAKEHOLDER DAN TJSL",G2,11,,1,1
"OFFICER KOMUNIKASI, MANAJEMEN STAKEHOLDER, DAN TJSL",G2,12,,1,1
OFFICER KONSOLIDASI DATA,G2,11,,2,1
OFFICER KONSTRUKSI DISTRIBUSI,G2,12,,2,1
OFFICER KONSTRUKSI JARINGAN,G2,12,,2,1
OFFICER KONSULTANSI AUDIT 1A,G2,12,,5,1
OFFICER KONSULTANSI AUDIT 1B,G2,12,,4,1
OFFICER KONSULTANSI AUDIT 2A,G2,12,,4,1
OFFICER KONSULTANSI AUDIT 2B,G2,12,,3,1
OFFICER KONSULTANSI AUDIT 3A,G2,12,,6,1
OFFICER KONSULTANSI AUDIT 3B,G2,12,,6,1
OFFICER KONSUMSI ENERGI,G2,12,,2,1
