profesi_id,program_id,gelombang_id,angkatan,tahun_program,kode_profesi,nama_profesi,jenjang,kota_rekrutmen,tgl_buka,tgl_tutup,min_ipk,umur_maks,sumber_rekrutmen,jenis_program,penempatan,status_sumber,kuota,diterima_target
F00241,P0080,G2024-087,87,2024,87.241,Technician Pengelolaan project dan aset,S1/D-IV,Seluruh Indonesia,,,3.0,30,rbb,RBB,SUBHOLDING,NYATA_RBB,23,23
F00242,P0081,G2024-087,87,2024,87.242,Technician Pengembangan Sistem,S1/D-IV,Seluruh Indonesia,,,3.0,30,rbb,RBB,SUBHOLDING,NYATA_RBB,23,23
F00243,P0082,G2024-087,87,2024,87.243,Technician Perencanaan dan Implementasi Sistem Meter PLN,S1/D-IV,Seluruh Indonesia,,,3.0,30,rbb,RBB,SUBHOLDING,NYATA_RBB,23,23
F00244,P0083,G2024-087,87,2024,87.244,Technician Testing Acceptance dan Service Transition,S1/D-IV,Seluruh Indonesia,,,3.0,30,rbb,RBB,SUBHOLDING,NYATA_RBB,23,23
F00245,P0084,G2024-088,88,2024,88.245,RBB 2024 batch II (tidak terekam di katalog PLN),S1/D-IV,Seluruh Indonesia,,,3.0,30,rbb,RBB,INDUK,DIMODELKAN,197,197
F00246,P0084,G2024-088,88,2024,88.246,RBB 2024 batch II (tidak terekam di katalog PLN),D-III,Seluruh Indonesia,,,3.0,27,rbb,RBB,INDUK,DIMODELKAN,148,148
F00247,P0084,G2024-088,88,2024,88.247,RBB 2024 batch II (tidak terekam di katalog PLN),S2,Seluruh Indonesia,,,3.0,30,rbb,RBB,INDUK,DIMODELKAN,11,11
F00248,P0086,G2025-091,91,2025,PLN.OAP.D3,Proyeksi PT PLN (PERSERO) - Lokasi Penempatan Seluruh Indonesia,D-III,Kabupaten Merauke,2025-09-08,2025-09-21,2.5,25,mandiri,AFIRMASI,INDUK,NYATA,23,23
F00249,P0086,G2025-091,91,2025,PLN.OAP.S1,Proyeksi PT PLN (PERSERO) - Lokasi Penempatan Seluruh Indonesia,S1/D-IV,Kabupaten Merauke,2025-09-08,2025-09-21,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,40,40
F00250,P0086,G2025-091,91,2025,IP.OAP.S1,Proyeksi PT PLN Indonesia Power - Pengangkatan Di Papua,S1/D-IV,Kabupaten Merauke,2025-09-08,2025-09-21,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,39,39
F00251,P0086,G2025-091,91,2025,NP.OAP.S1,Proyeksi PT PLN Nusantara Power - Lokasi Penempatan Seluruh Indonesia,S1/D-IV,Kabupaten Merauke,2025-09-08,2025-09-21,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,39,39
F00252,P0086,G2025-091,91,2025,IP.OAP.D3,Proyeksi PT PLN Indonesia Power - Pengangkatan Di Papua,D-III,Kabupaten Merauke,2025-09-08,2025-09-21,2.5,25,mandiri,AFIRMASI,INDUK,NYATA,23,23
F00253,P0090,G2025-091,91,2025,PLN.OAP.D3,Proyeksi PT PLN (PERSERO) - Lokasi Penempatan Seluruh Indonesia,D-III,Kota Wamena,2025-09-08,2025-09-21,2.5,25,mandiri,AFIRMASI,INDUK,NYATA,23,23
F00254,P0090,G2025-091,91,2025,PLN.OAP.S1,Proyeksi PT PLN (PERSERO) - Lokasi Penempatan Seluruh Indonesia,S1/D-IV,Kota Wamena,2025-09-08,2025-09-21,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,39,39
F00255,P0090,G2025-091,91,2025,IP.OAP.S1,Proyeksi PT PLN Indonesia Power - Pengangkatan Di Papua,S1/D-IV,Kota Wamena,2025-09-08,2025-09-21,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,39,39
F00256,P0090,G2025-091,91,2025,NP.OAP.S1,Proyeksi PT PLN Nusantara Power - Lokasi Penempatan Seluruh Indonesia,S1/D-IV,Kota Wamena,2025-09-08,2025-09-21,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,39,39
F00257,P0090,G2025-091,91,2025,IP.OAP.D3,Proyeksi PT PLN Indonesia Power - Pengangkatan Di Papua,D-III,Kota Wamena,2025-09-08,2025-09-21,2.5,25,mandiri,AFIRMASI,INDUK,NYATA,23,23
F00258,P0089,G2025-091,91,2025,PLN.OAP.D3,Proyeksi PT PLN (PERSERO) - Lokasi Penempatan Seluruh Indonesia,D-III,Kota Timika,2025-09-08,2025-09-21,2.5,25,mandiri,AFIRMASI,INDUK,NYATA,23,23
F00259,P0089,G2025-091,91,2025,PLN.OAP.S1,Proyeksi PT PLN (PERSERO) - Lokasi Penempatan Seluruh Indonesia,S1/D-IV,Kota Timika,2025-09-08,2025-09-21,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,39,39
F00260,P0089,G2025-091,91,2025,IP.OAP.S1,Proyeksi PT PLN Indonesia Power - Pengangkatan Di Papua,S1/D-IV,Kota Timika,2025-09-08,2025-09-21,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,39,39
F00261,P0089,G2025-091,91,2025,NP.OAP.S1,Proyeksi PT PLN Nusantara Power - Lokasi Penempatan Seluruh Indonesia,S1/D-IV,Kota Timika,2025-09-08,2025-09-21,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,39,39
F00262,P0089,G2025-091,91,2025,IP.OAP.D3,Proyeksi PT PLN Indonesia Power - Pengangkatan Di Papua,D-III,Kota Timika,2025-09-08,2025-09-21,2.5,25,mandiri,AFIRMASI,INDUK,NYATA,23,23
F00263,P0085,G2025-091,91,2025,PLN.OAP.D3,Proyeksi PT PLN (PERSERO) - Lokasi Penempatan Seluruh Indonesia,D-III,Kabupaten Biak Numfor,2025-09-08,2025-09-21,2.5,25,mandiri,AFIRMASI,INDUK,NYATA,23,23
F00264,P0085,G2025-091,91,2025,PLN.OAP.S1,Proyeksi PT PLN (PERSERO) - Lokasi Penempatan Seluruh Indonesia,S1/D-IV,Kabupaten Biak Numfor,2025-09-08,2025-09-21,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,39,39
F00265,P0085,G2025-091,91,2025,IP.OAP.S1,Proyeksi PT PLN Indonesia Power - Pengangkatan Di Papua,S1/D-IV,Kabupaten Biak Numfor,2025-09-08,2025-09-21,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,39,39
F00266,P0085,G2025-091,91,2025,NP.OAP.S1,Proyeksi PT PLN Nusantara Power - Lokasi Penempatan Seluruh Indonesia,S1/D-IV,Kabupaten Biak Numfor,2025-09-08,2025-09-21,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,39,39
F00267,P0085,G2025-091,91,2025,IP.OAP.D3,Proyeksi PT PLN Indonesia Power - Pengangkatan Di Papua,D-III,Kabupaten Biak Numfor,2025-09-08,2025-09-21,2.5,25,mandiri,AFIRMASI,INDUK,NYATA,23,23
F00268,P0088,G2025-091,91,2025,PLN.OAP.D3,Proyeksi PT PLN (PERSERO) - Lokasi Penempatan Seluruh Indonesia,D-III,Kota Sorong,2025-09-08,2025-09-21,2.5,25,mandiri,AFIRMASI,INDUK,NYATA,23,23
F00269,P0088,G2025-091,91,2025,PLN.OAP.S1,Proyeksi PT PLN (PERSERO) - Lokasi Penempatan Seluruh Indonesia,S1/D-IV,Kota Sorong,2025-09-08,2025-09-21,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,39,39
F00270,P0088,G2025-091,91,2025,IP.OAP.S1,Proyeksi PT PLN Indonesia Power - Pengangkatan Di Papua,S1/D-IV,Kota Sorong,2025-09-08,2025-09-21,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,39,39
F00271,P0088,G2025-091,91,2025,NP.OAP.S1,Proyeksi PT PLN Nusantara Power - Lokasi Penempatan Seluruh Indonesia,S1/D-IV,Kota Sorong,2025-09-08,2025-09-21,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,39,39
F00272,P0088,G2025-091,91,2025,IP.OAP.D3,Proyeksi PT PLN Indonesia Power - Pengangkatan Di Papua,D-III,Kota Sorong,2025-09-08,2025-09-21,2.5,25,mandiri,AFIRMASI,INDUK,NYATA,23,23
F00273,P0087,G2025-091,91,2025,PLN.OAP.D3,Proyeksi PT PLN (PERSERO) - Lokasi Penempatan Seluruh Indonesia,D-III,Kota Nabire,2025-09-08,2025-09-21,2.5,25,mandiri,AFIRMASI,INDUK,NYATA,23,23
F00274,P0087,G2025-091,91,2025,PLN.OAP.S1,Proyeksi PT PLN (PERSERO) - Lokasi Penempatan Seluruh Indonesia,S1/D-IV,Kota Nabire,2025-09-08,2025-09-21,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,39,39
F00275,P0087,G2025-091,91,2025,IP.OAP.S1,Proyeksi PT PLN Indonesia Power - Pengangkatan Di Papua,S1/D-IV,Kota Nabire,2025-09-08,2025-09-21,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,39,39
F00276,P0087,G2025-091,91,2025,NP.OAP.S1,Proyeksi PT PLN Nusantara Power - Lokasi Penempatan Seluruh Indonesia,S1/D-IV,Kota Nabire,2025-09-08,2025-09-21,2.5,27,mandiri,AFIRMASI,INDUK,NYATA,39,39
F00277,P0087,G2025-091,91,2025,IP.OAP.D3,Proyeksi PT PLN Indonesia Power - Pengangkatan Di Papua,D-III,Kota Nabire,2025-09-08,2025-09-21,2.5,25,mandiri,AFIRMASI,INDUK,NYATA,23,23
F00278,P0095,G2025-092,92,2025,IP.UM.D3,Proyeksi PT PLN Indonesia Power - Lokasi Penempatan Seluruh Indonesia (Jurusan Teknik),D-III,Seluruh Indonesia,2025-10-01,2025-10-05,3.0,25,mandiri,REGULER,SUBHOLDING,NYATA,64,64
F00279,P0095,G2025-092,92,2025,IP.UM.S1,Proyeksi PT PLN Indonesia Power - Lokasi Penempatan Seluruh Indonesia (Jurusan Teknik),S1/D-IV,Seluruh Indonesia,2025-10-01,2025-10-05,3.0,27,mandiri,REGULER,SUBHOLDING,NYATA,139,139
F00280,P0095,G2025-092,92,2025,IP.UM.S1.1,Proyeksi PT PLN Indonesia Power - Lokasi Penempatan Seluruh Indonesia (Jurusan Non Teknik),S1/D-IV,Seluruh Indonesia,2025-10-01,2025-10-05,3.0,27,mandiri,REGULER,SUBHOLDING,NYATA,139,139
F00281,P0096,G2025-092,92,2025,ND.UM.D3,Proyeksi PT PLN Nusa Daya - Lokasi Penempatan Seluruh Indonesia,D-III,Seluruh Indonesia,2025-10-01,2025-10-05,3.0,25,mandiri,REGULER,SUBHOLDING,NYATA,64,64
F00282,P0096,G2025-092,92,2025,ND.UM.S1,Proyeksi PT PLN Nusa Daya - Lokasi Penempatan Seluruh Indonesia,S1/D-IV,Seluruh Indonesia,2025-10-01,2025-10-05,3.0,27,mandiri,REGULER,SUBHOLDING,NYATA,139,139
F00283,P0091,G2025-092,92,2025,S1.HK,Proyeksi PLN GROUP - S1 Hukum - Lokasi Penempatan Seluruh Indonesia,S1/D-IV,Seluruh Indonesia,2025-10-01,2025-10-05,3.0,27,mandiri,BIDANG,INDUK,NYATA,39,39
F00284,P0091,G2025-092,92,2025,S2.HK,Proyeksi PLN GROUP - S2 Hukum/Public Policy Diaspora - Lokasi Pengangkatan Jakarta,S2,Seluruh Indonesia,2025-10-01,2025-10-05,3.0,30,mandiri,BIDANG,INDUK,NYATA,16,16
F00285,P0091,G2025-092,92,2025,S2EX.HK,Proyeksi PLN GROUP - S2 Hukum/Non Hukum dengan Latar Belakang S1 Hukum - Lokasi Pengangkatan Jakarta,S2,Seluruh Indonesia,2025-10-01,2025-10-05,3.25,30,mandiri,BIDANG,INDUK,NYATA,16,16
F00286,P0097,G2025-092,92,2025,NP.UM.D3,Proyeksi PT PLN Nusantara Power - Lokasi Penempatan Seluruh Indonesia,D-III,Seluruh Indonesia,2025-10-01,2025-10-05,3.0,25,mandiri,REGULER,SUBHOLDING,NYATA,64,64
F00287,P0097,G2025-092,92,2025,NP.UM.S1,Proyeksi PT PLN Nusantara Power - Lokasi Penempatan Seluruh Indonesia,S1/D-IV,Seluruh Indonesia,2025-10-01,2025-10-05,3.0,27,mandiri,REGULER,SUBHOLDING,NYATA,139,139
F00288,P0093,G2025-092,92,2025,ES.UM.D3,Proyeksi PT PLN Electricity Services - Lokasi Penempatan Seluruh Indonesia,D-III,Seluruh Indonesia,2025-10-01,2025-10-05,3.0,25,mandiri,REGULER,SUBHOLDING,NYATA,63,63
F00289,P0093,G2025-092,92,2025,ES.UM.S1,Proyeksi PT PLN Electricity Services - Lokasi Penempatan Seluruh Indonesia,S1/D-IV,Seluruh Indonesia,2025-10-01,2025-10-05,3.0,27,mandiri,REGULER,SUBHOLDING,NYATA,139,139
