unit_induk,nama_posisi,jenjang,jumlah_pegawai
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,TEAM LEADER OPERASI 2,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,TEAM LEADER OPERASI 3,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,TEAM LEADER PEMELIHARAAN ELEKTROMEKANIK 1,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,TEAM LEADER PEMELIHARAAN ELEKTROMEKANIK 2,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,TEAM LEADER PEMELIHARAAN ELEKTROMEKANIK 3,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,TEAM LEADER PENGELOLAAN DATA DAN GAMBAR,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,TEAM LEADER PENGELOLAAN UNIT LAYANAN PELANGGAN TERSEBAR,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,TEAM LEADER PERENCANAAN DAN EVALUASI OPERASI DAN PEMELIHARAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,TEAM LEADER PERENCANAAN LISTRIK PERDESAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,TEAM LEADER PERENCANAAN SCADA,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,TEAM LEADER PROTEKSI DAN METER,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,TEAM LEADER REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL 1,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,TEAM LEADER REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL 2,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,TEAM LEADER REMOTE TERMINAL UNIT (RTU) DAN PERIPHERAL 3,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,TEAM LEADER SCADA DAN TELEKOMUNIKASI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,TECHNICIAN KONSTRUKSI LISTRIK PERDESAAN,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TENGAH DAN D.I. YOGYAKARTA,TECHNICIAN PENGATURAN OPERASI,G2,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER ADMINISTRASI PELANGGAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER AKUNTANSI AT DAN PDP,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER AKUNTANSI UMUM DAN BIAYA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER ASET PROPERTI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER DIGITAL SERVICE DAN CUSTOMER EXPERIENCE,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER FASILITAS OPERASI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER IPP DAN EXCESS POWER,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,"ASSISTANT MANAGER KESELAMATAN, KESEHATAN KERJA, DAN KEAMANAN",G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER KOMUNIKASI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER LINGKUNGAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER LOGISTIK,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER MANAJEMEN BILLING,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,"ASSISTANT MANAGER MANAJEMEN RISIKO, KEPATUHAN, DAN SISTEM MANAJEMEN TERINTEGRASI",G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER MANAJEMEN STAKEHOLDER,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER OPERASI SISTEM DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER PAJAK DAN ASURANSI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER PDKB,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER PEMELIHARAAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER PENERTIBAN PEMAKAIAN TENAGA LISTRIK,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER PENGELOLAAN ASET DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER PENGELOLAAN KONSTRUKSI DISTRIBUSI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER PENGENDALIAN PIUTANG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER PENGENDALIAN SISTEM METER,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER TJSL,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,ASSISTANT MANAGER UMUM,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,GENERAL MANAGER,MA,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,JUNIOR OFFICER PERENCANAAN LISTRIK PERDESAAN,G1,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,JUNIOR TECHNICIAN KONSTRUKSI LISTRIK PERDESAAN,G1,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER AKUNTANSI,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER ASET PROPERTI DAN UMUM,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,"MANAGER EFISIENSI, PENGUKURAN DAN MUTU SISTEM DISTRIBUSI",MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,"MANAGER KESELAMATAN, KESEHATAN KERJA, LINGKUNGAN, DAN KEAMANAN",MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER KEUANGAN DAN ANGGARAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER KOMUNIKASI DAN TJSL,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER LAYANAN PRIORITAS DAN PAE,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER OPERASI DAN PEMELIHARAAN SISTEM DISTRIBUSI,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER PELAKSANA PENGADAAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER PELAYANAN PELANGGAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER PENGAMANAN PENDAPATAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER PERENCANA PENGADAAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER PERENCANAAN PENGUSAHAAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER PERENCANAAN SISTEM DISTRIBUSI,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER PERENCANAAN SISTEM KELISTRIKAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER STRATEGI PEMASARAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN AMBULU,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN AMBUNTEN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN ASEMBAGUS,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN BABAT,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN BALONG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN BANGIL,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN BANGKALAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN BANYUWANGI KOTA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN BATU,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN BAWEAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN BENJENG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN BESUKI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN BLEGA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN BLIMBING,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN BLITAR,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN BOJONEGORO,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN BONDOWOSO,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN BRONDONG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN BULULAWANG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN CAMPURDARAT,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN CARUBAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN DAMPIT,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN DARMO PERMAI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN DINOYO,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN DOLOPO,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN DUKUH KUPANG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN EMBONG WUNGU,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN GEDANGAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN GENTENG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN GIRI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN GONDANG WETAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN GONDANGLEGI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN GRATI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN GROGOL,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN INDRAPURA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN JAJAG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN JATIROGO,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN JEMBER KOTA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN JOMBANG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN KALISAT,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN KAMAL,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN KARANGPILANG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN KEBON AGUNG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN KEDIRI KOTA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN KENCONG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN KENJERAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN KEPANJEN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN KEPULAUAN KANGEAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN KERTOSONO,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN KETAPANG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN KLAKAH,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN KRAKSAAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN KRIAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN LAMONGAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN LAWANG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN LUMAJANG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN MADIUN KOTA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN MAGETAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN MALANG KOTA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN MANTINGAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN MAOSPATI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN MENGANTI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN MOJOAGUNG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN MOJOKERTO,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN MOJOSARI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN MUNCAR,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN NGADILUWIH,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN NGAGEL,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN NGANJUK,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN NGAWI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN NGORO,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN NGUNUT,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN PACET,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN PACITAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN PADANGAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN PAMEKASAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN PANARUKAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN PANDAAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN PARE,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN PASURUAN KOTA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN PERAK,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN PONOROGO,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN PORONG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN PRIGEN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN PROBOLINGGO,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN RAMBIPUJI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN ROGOJAMPI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN RUNGKUT,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN SAMPANG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN SIDAYU,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN SIDOARJO KOTA,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN SINGOSARI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN SRENGAT,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN SUKOREJO,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN SUMBER REJO,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN SUMBERPUCUNG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN SUMENEP,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN SUTOJAYAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN TAMAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN TANDES,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN TANGGUL,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN TEMPEH,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN TRENGGALEK,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN TUBAN,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN TULUNGAGUNG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN TUMPANG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN WARU,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN WARUJAYENG,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN WLINGI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT LAYANAN PELANGGAN WONOSARI,G3,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN BANYUWANGI,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN BOJONEGORO,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN GRESIK,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN JEMBER,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN KEDIRI,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN MADIUN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN MADURA,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN MALANG,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN MOJOKERTO,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN PASURUAN,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN PONOROGO,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN SIDOARJO,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN SITUBONDO,MD,1
PT PLN (PERSERO) UNIT INDUK DISTRIBUSI JAWA TIMUR,MANAGER UNIT PELAKSANA PELAYANAN PELANGGAN SURABAYA BARAT,MD,1
