unit_induk,nama_pendek,bulan,realisasi
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SULAWESI,UIP Sulawesi,2026-02,243
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SULAWESI,UIP Sulawesi,2026-03,243
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN SELATAN,UIP Sumatera Bag Selatan,2024-12,206
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN SELATAN,UIP Sumatera Bag Selatan,2025-01,206
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN SELATAN,UIP Sumatera Bag Selatan,2025-02,205
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN SELATAN,UIP Sumatera Bag Selatan,2025-03,205
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN SELATAN,UIP Sumatera Bag Selatan,2025-04,206
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN SELATAN,UIP Sumatera Bag Selatan,2025-05,207
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN SELATAN,UIP Sumatera Bag Selatan,2025-06,209
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN SELATAN,UIP Sumatera Bag Selatan,2025-07,210
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN SELATAN,UIP Sumatera Bag Selatan,2025-08,210
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN SELATAN,UIP Sumatera Bag Selatan,2025-11,214
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN SELATAN,UIP Sumatera Bag Selatan,2025-12,210
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN SELATAN,UIP Sumatera Bag Selatan,2026-01,210
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN SELATAN,UIP Sumatera Bag Selatan,2026-02,211
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN SELATAN,UIP Sumatera Bag Selatan,2026-03,211
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN TENGAH,UIP Sumatera Bag Tengah,2024-12,196
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN TENGAH,UIP Sumatera Bag Tengah,2025-01,195
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN TENGAH,UIP Sumatera Bag Tengah,2025-02,195
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN TENGAH,UIP Sumatera Bag Tengah,2025-03,194
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN TENGAH,UIP Sumatera Bag Tengah,2025-04,192
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN TENGAH,UIP Sumatera Bag Tengah,2025-05,190
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN TENGAH,UIP Sumatera Bag Tengah,2025-06,189
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN TENGAH,UIP Sumatera Bag Tengah,2025-07,191
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN TENGAH,UIP Sumatera Bag Tengah,2025-08,191
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN TENGAH,UIP Sumatera Bag Tengah,2025-11,193
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN TENGAH,UIP Sumatera Bag Tengah,2025-12,194
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN TENGAH,UIP Sumatera Bag Tengah,2026-01,194
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN TENGAH,UIP Sumatera Bag Tengah,2026-02,192
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN TENGAH,UIP Sumatera Bag Tengah,2026-03,192
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN UTARA,UIP Sumatera Bag Utara,2024-12,234
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN UTARA,UIP Sumatera Bag Utara,2025-01,232
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN UTARA,UIP Sumatera Bag Utara,2025-02,232
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN UTARA,UIP Sumatera Bag Utara,2025-03,231
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN UTARA,UIP Sumatera Bag Utara,2025-04,231
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN UTARA,UIP Sumatera Bag Utara,2025-05,231
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN UTARA,UIP Sumatera Bag Utara,2025-06,233
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN UTARA,UIP Sumatera Bag Utara,2025-07,231
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN UTARA,UIP Sumatera Bag Utara,2025-08,231
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN UTARA,UIP Sumatera Bag Utara,2025-11,237
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN UTARA,UIP Sumatera Bag Utara,2025-12,237
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN UTARA,UIP Sumatera Bag Utara,2026-01,239
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN UTARA,UIP Sumatera Bag Utara,2026-02,238
PT PLN (PERSERO) UNIT INDUK PEMBANGUNAN SUMATERA BAGIAN UTARA,UIP Sumatera Bag Utara,2026-03,238
"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",Pusat Pengatur Beban,2024-12,535
"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",Pusat Pengatur Beban,2025-01,533
"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",Pusat Pengatur Beban,2025-02,535
"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",Pusat Pengatur Beban,2025-03,533
"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",Pusat Pengatur Beban,2025-04,532
"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",Pusat Pengatur Beban,2025-05,532
"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",Pusat Pengatur Beban,2025-06,532
"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",Pusat Pengatur Beban,2025-07,535
"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",Pusat Pengatur Beban,2025-08,535
"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",Pusat Pengatur Beban,2025-11,538
"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",Pusat Pengatur Beban,2025-12,540
"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",Pusat Pengatur Beban,2026-01,539
"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",Pusat Pengatur Beban,2026-02,537
"PT PLN (PERSERO) UNIT INDUK PUSAT PENGATUR BEBAN JAWA, MADURA, DAN BALI",Pusat Pengatur Beban,2026-03,536
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,P3B Sumatera,2024-12,1892
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,P3B Sumatera,2025-01,1888
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,P3B Sumatera,2025-02,1887
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,P3B Sumatera,2025-03,1885
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,P3B Sumatera,2025-04,1881
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,P3B Sumatera,2025-05,1878
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,P3B Sumatera,2025-06,1875
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,P3B Sumatera,2025-07,1877
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,P3B Sumatera,2025-08,1880
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,P3B Sumatera,2025-11,1876
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,P3B Sumatera,2025-12,1869
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,P3B Sumatera,2026-01,1868
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,P3B Sumatera,2026-02,1860
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SUMATERA,P3B Sumatera,2026-03,1857
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,UIP3B Kalimantan,2024-12,594
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,UIP3B Kalimantan,2025-01,592
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,UIP3B Kalimantan,2025-02,589
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,UIP3B Kalimantan,2025-03,586
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,UIP3B Kalimantan,2025-04,578
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,UIP3B Kalimantan,2025-05,576
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,UIP3B Kalimantan,2025-06,580
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,UIP3B Kalimantan,2025-07,577
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,UIP3B Kalimantan,2025-08,579
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,UIP3B Kalimantan,2025-11,574
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,UIP3B Kalimantan,2025-12,577
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,UIP3B Kalimantan,2026-01,571
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,UIP3B Kalimantan,2026-02,572
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN KALIMANTAN,UIP3B Kalimantan,2026-03,571
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,UIP3B Sulawesi,2024-12,718
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,UIP3B Sulawesi,2025-01,718
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,UIP3B Sulawesi,2025-02,717
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,UIP3B Sulawesi,2025-03,717
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,UIP3B Sulawesi,2025-04,716
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,UIP3B Sulawesi,2025-05,714
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,UIP3B Sulawesi,2025-06,713
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,UIP3B Sulawesi,2025-07,713
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,UIP3B Sulawesi,2025-08,712
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,UIP3B Sulawesi,2025-11,708
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,UIP3B Sulawesi,2025-12,707
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,UIP3B Sulawesi,2026-01,707
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,UIP3B Sulawesi,2026-02,705
PT PLN (PERSERO) UNIT INDUK PENYALURAN DAN PUSAT PENGATUR BEBAN SULAWESI,UIP3B Sulawesi,2026-03,705
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,UIT JBB,2024-12,1086
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,UIT JBB,2025-01,1085
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,UIT JBB,2025-02,1084
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,UIT JBB,2025-03,1084
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,UIT JBB,2025-04,1079
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,UIT JBB,2025-05,1075
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,UIT JBB,2025-06,1072
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,UIT JBB,2025-07,1069
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,UIT JBB,2025-08,1068
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,UIT JBB,2025-11,1053
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,UIT JBB,2025-12,1055
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,UIT JBB,2026-01,1051
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,UIT JBB,2026-02,1052
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN BARAT,UIT JBB,2026-03,1050
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UIT JBT,2024-12,1682
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UIT JBT,2025-01,1681
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UIT JBT,2025-02,1678
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UIT JBT,2025-03,1677
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UIT JBT,2025-04,1675
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UIT JBT,2025-05,1674
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UIT JBT,2025-06,1671
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UIT JBT,2025-07,1669
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UIT JBT,2025-08,1664
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UIT JBT,2025-11,1665
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UIT JBT,2025-12,1668
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UIT JBT,2026-01,1667
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UIT JBT,2026-02,1664
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TENGAH,UIT JBT,2026-03,1663
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,UIT JBTB,2024-12,1157
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,UIT JBTB,2025-01,1153
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,UIT JBTB,2025-02,1151
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,UIT JBTB,2025-03,1149
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,UIT JBTB,2025-04,1143
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,UIT JBTB,2025-05,1141
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,UIT JBTB,2025-06,1139
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,UIT JBTB,2025-07,1137
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,UIT JBTB,2025-08,1135
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,UIT JBTB,2025-11,1127
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,UIT JBTB,2025-12,1128
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,UIT JBTB,2026-01,1126
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,UIT JBTB,2026-02,1126
PT PLN (PERSERO) UNIT INDUK TRANSMISI JAWA BAGIAN TIMUR DAN BALI,UIT JBTB,2026-03,1129
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,UIW Bangka Belitung,2024-12,360
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,UIW Bangka Belitung,2025-01,358
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,UIW Bangka Belitung,2025-02,357
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,UIW Bangka Belitung,2025-03,355
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,UIW Bangka Belitung,2025-04,355
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,UIW Bangka Belitung,2025-05,355
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,UIW Bangka Belitung,2025-06,355
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,UIW Bangka Belitung,2025-07,355
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,UIW Bangka Belitung,2025-08,354
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,UIW Bangka Belitung,2025-11,350
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,UIW Bangka Belitung,2025-12,349
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,UIW Bangka Belitung,2026-01,347
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,UIW Bangka Belitung,2026-02,345
PT PLN (PERSERO) UNIT INDUK WILAYAH BANGKA BELITUNG,UIW Bangka Belitung,2026-03,344
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UIW Maluku&Malut,2024-12,920
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UIW Maluku&Malut,2025-01,911
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UIW Maluku&Malut,2025-02,901
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UIW Maluku&Malut,2025-03,861
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UIW Maluku&Malut,2025-04,832
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UIW Maluku&Malut,2025-05,828
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UIW Maluku&Malut,2025-06,832
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UIW Maluku&Malut,2025-07,829
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UIW Maluku&Malut,2025-08,827
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UIW Maluku&Malut,2025-11,800
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UIW Maluku&Malut,2025-12,798
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UIW Maluku&Malut,2026-01,909
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UIW Maluku&Malut,2026-02,907
PT PLN (PERSERO) UNIT INDUK WILAYAH MALUKU DAN MALUKU UTARA,UIW Maluku&Malut,2026-03,875
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UIW NusaTenggara Barat,2024-12,867
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UIW NusaTenggara Barat,2025-01,862
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UIW NusaTenggara Barat,2025-02,863
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UIW NusaTenggara Barat,2025-03,860
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UIW NusaTenggara Barat,2025-04,858
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UIW NusaTenggara Barat,2025-05,858
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UIW NusaTenggara Barat,2025-06,857
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UIW NusaTenggara Barat,2025-07,857
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UIW NusaTenggara Barat,2025-08,853
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UIW NusaTenggara Barat,2025-11,852
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UIW NusaTenggara Barat,2025-12,849
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UIW NusaTenggara Barat,2026-01,845
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UIW NusaTenggara Barat,2026-02,844
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA BARAT,UIW NusaTenggara Barat,2026-03,842
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UIW NusaTenggaraTimur,2024-12,891
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UIW NusaTenggaraTimur,2025-01,890
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UIW NusaTenggaraTimur,2025-02,888
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UIW NusaTenggaraTimur,2025-03,884
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UIW NusaTenggaraTimur,2025-04,876
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UIW NusaTenggaraTimur,2025-05,875
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UIW NusaTenggaraTimur,2025-06,873
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UIW NusaTenggaraTimur,2025-07,868
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UIW NusaTenggaraTimur,2025-08,867
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UIW NusaTenggaraTimur,2025-11,858
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UIW NusaTenggaraTimur,2025-12,857
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UIW NusaTenggaraTimur,2026-01,891
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UIW NusaTenggaraTimur,2026-02,887
PT PLN (PERSERO) UNIT INDUK WILAYAH NUSA TENGGARA TIMUR,UIW NusaTenggaraTimur,2026-03,883
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UIW Papua&Papua Barat,2024-12,1113
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UIW Papua&Papua Barat,2025-01,1112
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UIW Papua&Papua Barat,2025-02,1107
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UIW Papua&Papua Barat,2025-03,1096
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UIW Papua&Papua Barat,2025-04,1090
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UIW Papua&Papua Barat,2025-05,1082
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UIW Papua&Papua Barat,2025-06,1076
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UIW Papua&Papua Barat,2025-07,1075
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UIW Papua&Papua Barat,2025-08,1072
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UIW Papua&Papua Barat,2025-11,1051
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UIW Papua&Papua Barat,2025-12,1048
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UIW Papua&Papua Barat,2026-01,1047
PT PLN (PERSERO) UNIT INDUK WILAYAH PAPUA DAN PAPUA BARAT,UIW Papua&Papua Barat,2026-02,1044
